ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext		
7482|3	0		user	Am I free today.	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"I","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
7504|3	0		user	am I busy next week	CALENDAR	check_availability	am <relationship_name> I </relationship_name> <availability> busy </availability> <start_date> next week </start_date>	[{"slot_name":"start_date","slot_value":"next week","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W02\">next week</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"I","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"busy","meta_data":{"CanonicalEntity":"busy"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
7506|3	0		user	Am I busy this week	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> busy </availability> <start_date> this week </start_date>	[{"slot_name":"start_date","slot_value":"this week","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01\">this week</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"I","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"busy","meta_data":{"CanonicalEntity":"busy"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1252|18	0		user	Call Conference.	CALENDAR	connect_to_meeting	Call Conference	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1980|11	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	Join my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1982|11	0		user	join my next meeting	CALENDAR	connect_to_meeting	join my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2201|10	0		user	Start meeting	CALENDAR	connect_to_meeting	Start meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2522|8	0		user	Call Conference Call.	CALENDAR	connect_to_meeting	Call Conference Call	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2552|8	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2660|8	0		user	Join my meeting	CALENDAR	connect_to_meeting	Join my meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2842|7	0		user	Start meeting.	CALENDAR	connect_to_meeting	Start meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3134|6	0		user	Start my HP meeting	CALENDAR	connect_to_meeting	Start my <title> HP </title> meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4828|4	0		user	Skype for business join next meeting.	CALENDAR	connect_to_meeting	Skype for business join <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
5404|3	0		user	Join conference.	CALENDAR	connect_to_meeting	Join conference	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
6549|3	0		user	Start my meeting	CALENDAR	connect_to_meeting	Start my meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
6582|3	0		user	Start the meeting.	CALENDAR	connect_to_meeting	Start the meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
7461|3	0		user	Call Conference Line.	CALENDAR	connect_to_meeting	Call Conference Line	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
14826|2	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
15174|2	0		user	Join Skype meeting.	CALENDAR	connect_to_meeting	Join <meeting_type> Skype </meeting_type> meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
0|130237	0		user	put dentist appointment on my calendar for tomorrow	CALENDAR	create_calendar_entry	put <title> dentist appointment </title> on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
9|6748	0		user	Set a schedule	CALENDAR	create_calendar_entry	Set a schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
11|4436	0		user	Put dentist appointment on my calendar	CALENDAR	create_calendar_entry	Put <title> dentist appointment </title> on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
24|985	0		user	Put dentist appointment on my calendar tomorrow	CALENDAR	create_calendar_entry	Put <title> dentist appointment </title> on my calendar <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
30|804	0		user	Add an appointment to my calendar	CALENDAR	create_calendar_entry	Add an appointment to my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
41|628	0		user	Set a schedule.	CALENDAR	create_calendar_entry	Set a schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
42|623	0		user	Make an appointment.	CALENDAR	create_calendar_entry	Make an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
58|507	0		user	Add to calendar	CALENDAR	create_calendar_entry	Add to calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
65|479	0		user	Set an appointment	CALENDAR	create_calendar_entry	Set an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
70|466	0		user	Add to my calendar	CALENDAR	create_calendar_entry	Add to my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
77|422	0		user	add event	CALENDAR	create_calendar_entry	add event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
82|405	0		user	Dentist appointment on my calendar for tomorrow	CALENDAR	find_calendar_entry	<title> Dentist appointment </title> on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
83|403	0		user	Set Appointment	CALENDAR	create_calendar_entry	Set Appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
105|330	0		user	Add an event to my calendar.	CALENDAR	create_calendar_entry	Add an event to my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
113|309	0		user	Add to my calendar.	CALENDAR	create_calendar_entry	Add to my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
117|286	0		user	Schedule an appointment	CALENDAR	create_calendar_entry	Schedule an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
122|278	0		user	Set appointment.	CALENDAR	create_calendar_entry	Set appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
124|274	0		user	Put dentist appointment on my calendar.	CALENDAR	create_calendar_entry	Put <title> dentist appointment </title> on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
130|260	0		user	Schedule an appointment.	CALENDAR	create_calendar_entry	Schedule an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
138|250	0		user	New appointment.	CALENDAR	create_calendar_entry	New appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
146|231	0		user	Create an event.	CALENDAR	create_calendar_entry	Create an event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
149|229	0		user	Schedule a meeting	CALENDAR	create_calendar_entry	Schedule a meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
150|222	0		user	Make appointment.	CALENDAR	create_calendar_entry	Make appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
156|213	0		user	Create an event	CALENDAR	create_calendar_entry	Create an event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
169|178	0		user	add calendar	CALENDAR	create_calendar_entry	add calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
170|176	0		user	Add an appointment to my calendar.	CALENDAR	create_calendar_entry	Add an appointment to my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
171|176	0		user	Schedule appointment.	CALENDAR	create_calendar_entry	Schedule appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
175|171	0		user	Add an event	CALENDAR	create_calendar_entry	Add an event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
176|169	0		user	create calendar	CALENDAR	create_calendar_entry	create calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
184|165	0		user	new appointment	CALENDAR	create_calendar_entry	new appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
188|162	0		user	make a calendar	CALENDAR	create_calendar_entry	make a calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
191|161	0		user	add appointment	CALENDAR	create_calendar_entry	add appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
192|161	0		user	Make appointment	CALENDAR	create_calendar_entry	Make appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
195|160	0		user	Create a calendar	CALENDAR	create_calendar_entry	Create a calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
203|152	0		user	Schedule meeting	CALENDAR	create_calendar_entry	Schedule meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
206|150	0		user	Add an appointment	CALENDAR	create_calendar_entry	Add an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
207|150	0		user	Add an appointment.	CALENDAR	create_calendar_entry	Add an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
208|149	0		user	Schedule appointment	CALENDAR	create_calendar_entry	Schedule appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
218|137	0		user	Add appointment.	CALENDAR	create_calendar_entry	Add appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
232|127	0		user	create event	CALENDAR	create_calendar_entry	create event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
241|124	0		user	Set up an appointment	CALENDAR	create_calendar_entry	Set up an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
250|116	0		user	Set an event	CALENDAR	create_calendar_entry	Set an event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
260|112	0		user	set calendar	CALENDAR	create_calendar_entry	set calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
263|112	0		user	Add event.	CALENDAR	create_calendar_entry	Add event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
264|111	0		user	Create an appointment	CALENDAR	create_calendar_entry	Create an appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
266|110	0		user	Add event to calendar	CALENDAR	create_calendar_entry	Add event to calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
269|109	0		user	Schedule a calendar event.	CALENDAR	create_calendar_entry	Schedule a calendar event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
270|108	0		user	Put dentist appointment on calendar for tomorrow	CALENDAR	create_calendar_entry	Put <title> dentist appointment </title> on calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
276|105	0		user	Appointment on my calendar for tomorrow	CALENDAR	find_calendar_entry	Appointment on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
464|56	0		user	Add calendar event today all day.	CALENDAR	create_calendar_entry	Add calendar event <start_date> today </start_date> <duration> all day </duration>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}},{"slot_name":"duration","slot_value":"all day","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"P1D\">all day</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
554|43	0		user	Add breakfast to my calendar 11:00 am at Woody's	CALENDAR	create_calendar_entry	Add <title> breakfast </title> to my calendar <start_time> 11:00 am </start_time> at <implicit_location> Woody's </implicit_location>	[{"slot_name":"start_time","slot_value":"11:00 am","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T11:00\">11:00 am</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
609|40	0		user	Add dinner to my calendar 7:00 pm at Cheesecake	CALENDAR	create_calendar_entry	Add <title> dinner </title> to my calendar <start_time> 7:00 pm </start_time> at <implicit_location> Cheesecake </implicit_location>	[{"slot_name":"start_time","slot_value":"7:00 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T19:00\">7:00 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
617|39	0		user	New meeting.	CALENDAR	create_calendar_entry	New meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
643|37	0		user	Set up a meeting.	CALENDAR	create_calendar_entry	Set up a meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
645|37	0		user	Schedule meeting.	CALENDAR	create_calendar_entry	Schedule meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
455|57	0		user	Cancel my 2 PM appointment	CALENDAR	delete_calendar_entry	Cancel my <start_time> 2 PM </start_time> appointment	[{"slot_name":"start_time","slot_value":"2 PM","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14\">2 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
692|35	0		user	Cancel appointment	CALENDAR	delete_calendar_entry	Cancel appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
710|34	0		user	Cancel my broadcast appointment.	CALENDAR	delete_calendar_entry	Cancel my <title> broadcast </title> appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1020|22	0		user	Cancel my appointment	CALENDAR	delete_calendar_entry	Cancel my appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1253|18	0		user	Clear my calendar	CALENDAR	delete_calendar_entry	Clear my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1487|15	0		user	Clear my schedule	CALENDAR	delete_calendar_entry	Clear my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1669|13	0		user	Delete event	CALENDAR	delete_calendar_entry	Delete event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1841|12	0		user	Cancel my 2:00 PM appointment.	CALENDAR	delete_calendar_entry	Cancel my <start_time> 2:00 PM </start_time> appointment	[{"slot_name":"start_time","slot_value":"2:00 PM","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14:00\">2:00 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1926|11	0		user	clear calendar	CALENDAR	delete_calendar_entry	clear calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2015|11	0		user	Delete appointment	CALENDAR	delete_calendar_entry	Delete appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2016|11	0		user	cancel meeting	CALENDAR	delete_calendar_entry	cancel meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2366|9	0		user	Cancel dentist appointment	CALENDAR	delete_calendar_entry	Cancel <title> dentist appointment </title>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3200|6	0		user	remove event	CALENDAR	delete_calendar_entry	remove event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3217|6	0		user	delete a calendar	CALENDAR	delete_calendar_entry	delete a calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3361|6	0		user	Cancel my schedule	CALENDAR	delete_calendar_entry	Cancel my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3483|6	0		user	cancel event	CALENDAR	delete_calendar_entry	cancel event	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3521|6	0		user	Cancel that appointment	CALENDAR	delete_calendar_entry	Cancel that appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3631|5	0		user	CANCEL THE APPOINTMENT	CALENDAR	delete_calendar_entry	CANCEL THE APPOINTMENT	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3730|5	0		user	Cancel calendar	CALENDAR	delete_calendar_entry	Cancel calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3949|5	0		user	Cancel my appointment tomorrow	CALENDAR	delete_calendar_entry	Cancel my appointment <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3989|5	0		user	Cancel my appointment.	CALENDAR	delete_calendar_entry	Cancel my appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4046|5	0		user	Cancel my meeting.	CALENDAR	delete_calendar_entry	Cancel my meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4072|5	0		user	Cancel my plans	CALENDAR	delete_calendar_entry	Cancel my plans	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4089|5	0		user	Delete the appointment.	CALENDAR	delete_calendar_entry	Delete the appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4141|5	0		user	Clear my schedule.	CALENDAR	delete_calendar_entry	Clear my schedule	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
1|92222	0		user	what do I have on my calendar today?	CALENDAR	find_calendar_entry	what do I have on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
2|14044	0		user	What do I have on my calendar today	CALENDAR	find_calendar_entry	What do I have on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
3|9431	0		user	What am I doing this weekend?	CALENDAR	find_calendar_entry	What am I doing <start_date> this weekend </start_date>	[{"slot_name":"start_date","slot_value":"this weekend","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01-WE\">this weekend</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
4|9429	0		user	What do I have next?	CALENDAR	find_calendar_entry	What do I have <start_time> next </start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
7|7485	0		user	What's my next meeting	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
8|7360	0		user	My next meeting	CALENDAR	find_calendar_entry	My <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
13|2983	0		user	Do I have anything on Wednesday	CALENDAR	find_calendar_entry	Do I have anything on <start_date> Wednesday </start_date>	[{"slot_name":"start_date","slot_value":"Wednesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-3\">wednesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
14|2931	0		user	What's on my calendar today?	CALENDAR	find_calendar_entry	What's on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
16|1907	0		user	Show me my calendar	CALENDAR	navigate_calendar	Show me my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
17|1774	0		user	What's on my calendar today	CALENDAR	find_calendar_entry	What's on my calendar <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
18|1745	0		user	What's on my calendar	CALENDAR	find_calendar_entry	What's on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
20|1488	0		user	What's my next meeting?	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
22|1067	0		user	What do I have on my calendar	CALENDAR	find_calendar_entry	What do I have on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
23|1023	0		user	What's on my calendar?	CALENDAR	find_calendar_entry	What's on my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
25|926	0		user	Show me the calendar	CALENDAR	navigate_calendar	Show me the calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
26|914	0		user	What's on my calendar for today	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
27|907	0		user	My next meeting.	CALENDAR	find_calendar_entry	My <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
28|880	0		user	What's on my calendar for tomorrow	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
31|798	0		user	What's my schedule today?	CALENDAR	find_calendar_entry	What's my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
33|753	0		user	What's on my schedule today	CALENDAR	find_calendar_entry	What's on my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
34|752	0		user	What's on my schedule today?	CALENDAR	find_calendar_entry	What's on my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
35|730	0		user	Show me a calendar	CALENDAR	navigate_calendar	Show me a calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
36|701	0		user	What's on my calendar for tomorrow?	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
39|630	0		user	Show me my calendar.	CALENDAR	navigate_calendar	Show me my calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
45|588	0		user	What's my schedule today	CALENDAR	find_calendar_entry	What's my schedule <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
46|570	0		user	What's on my calendar for today?	CALENDAR	find_calendar_entry	What's on my calendar for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
47|567	0		user	What's on my schedule for today	CALENDAR	find_calendar_entry	What's on my schedule for <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
48|566	0		user	What's my next appointment?	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}		
