ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	SelectionIgnore
2375e194-5c29-44ce-8737-13718fd9b2ce	0	4/10/2020 18:34	user	Decline my meeting at 3:30 PM.		CALENDAR	delete_calendar_entry	Decline my meeting at <start_time>3:30 PM</start_time>.	[]		Teams	Speech	1	1.13		
23813575-98d5-4180-89a3-8655b0a7aa56	0	4/16/2020 0:13	user	Hey Cortana prepares this daily briefing for me in this case my name is Emily but I also got this in my real inbox so I can go ahead and open that just so you can see what happens this is the first email you would get so this is a daily briefing which is sent anytime you have upcoming meetings to prepare for.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	Hey Cortana prepares this daily briefing for me in this case my name is Emily but I also got this in my real inbox so I can go ahead and open that just so you can see what happens this is the first email you would get so this is a daily briefing which is sent anytime you have upcoming meetings to prepare for.	[]		Teams	Speech	1	1.13		
239589f1-14f1-4eab-9cd7-1ebfe2f2967e	0	4/20/2020 22:35	user	Move to 10 slide.	There's no slide %queriedSlideNumber%.	INMEETING	goto_slide	Move to <slide_number>10</slide_number> slide.	[]		Teams	Speech	1	1.13		
2398161a-5ed8-409b-bf5a-e22635482e9c	0	4/16/2020 6:47	user	Go to the final cylon.	Sorry, I don't know the answer to this one.	TEAMSACTION	teamspace_navigate	Go to the <teamspace_keyword>final cylon</teamspace_keyword>.	[]		Teams	Speech	1	1.13		
239cc11c-d67e-4516-89ab-e28bdc5700ce	0	4/9/2020 17:23	user	Message upcoming meeting that I am running late.	OK, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Message <order_ref>upcoming</order_ref> meeting that <message>I am running late</message>.	[]		Teams	Speech	1	1.13		
239e8155-b1fa-4168-911f-88ce55ef46ae	0	4/23/2020 22:01	user	Sent a message to Maya.	Which one do you wanna message?	COMMUNICATION	send_text	Sent a message to <contact_name>Maya</contact_name>.	[]		Teams	Speech	1	1.13		
23a8dcfb-60be-4345-b148-59853151ac8b	0	4/8/2020 8:52	user	Hey Cortana share presentation coursework.	Which presentation?	FILES	file_share	Hey Cortana share <file_type>presentation</file_type> <file_keyword>coursework</file_keyword>.	[]		Teams	Speech	2	1.13		
23ade24d-88eb-4792-9562-3eec8a878707	0	4/7/2020 21:38	user	Connect me to my meeting.		CALENDAR	connect_to_meeting	Connect me to my meeting.	[]		Teams	Speech	1	1.13		
23ade24d-88eb-4792-9562-3eec8a878707	1	4/7/2020 21:38	user_other		Alright.				[]		Teams	Speech	1	1.13		
23ade24d-88eb-4792-9562-3eec8a878707	2	4/7/2020 21:38	user_other		Joining your 2:30 PM. 				[]		Teams	Speech	1	1.13		
23b24ae1-2562-41e4-96e2-caa522c149f2	0	4/15/2020 6:05	user	Open Cortana file.	unk_fv	FILES	file_open	Open <file_keyword>Cortana</file_keyword> file.	[]		Teams	Speech	3	1.13		
23b4fffc-b49b-4700-b7e0-4cd896d9010b	0	4/1/2020 4:21	user	What's my meeting?		CALENDAR	find_calendar_entry	What's my meeting?	[]		Teams	Speech	1	1.13		
23b4fffc-b49b-4700-b7e0-4cd896d9010b	1	4/1/2020 4:21	user_other		I found 5 events for today.				[]		Teams	Speech	1	1.13		
23b81404-5d91-4287-be51-0b9bb2bea757	0	4/30/2020 20:44	user	Send a message to Neta-Lee Golan that I will be calling you shortly about a meeting today.	Send it, or change it?	COMMUNICATION	send_text	Send a message to <contact_name>Neta-Lee Golan</contact_name> that <message>I will be calling you shortly about a meeting today</message>.	[]		Teams	Speech	1	1.13		
23bf142b-c768-4f85-b769-bfd020fb5e33	0	4/29/2020 7:36	user	Join my meeting with Rose.		CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Rose</contact_name>.	[]		Teams	Speech	2	1.13		
23bf142b-c768-4f85-b769-bfd020fb5e33	1	4/29/2020 7:36	user_other		OK.				[]		Teams	Speech	2	1.13		
23bf142b-c768-4f85-b769-bfd020fb5e33	2	4/29/2020 7:36	user_other		Should I join your 10:30 AM now?				[]		Teams	Speech	2	1.13		
23bf142b-c768-4f85-b769-bfd020fb5e33	3	4/29/2020 7:36	user	Yes.	Joining your 10:30 AM. 	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	2	1.13		
23c20f90-4664-42f2-a0da-52a50ca5163a	0	4/7/2020 13:01	user	Join my meeting with Yoram.		CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Yoram</contact_name>.	[]		Teams	Speech	1	1.13		
23c20f90-4664-42f2-a0da-52a50ca5163a	1	4/7/2020 13:01	user_other		Alright.				[]		Teams	Speech	1	1.13		
23c20f90-4664-42f2-a0da-52a50ca5163a	2	4/7/2020 13:01	user_other		Joining your 4:00 PM. 				[]		Teams	Speech	1	1.13		
23c3b3d6-0a8e-4ec2-a936-c47682df8a88	0	4/13/2020 16:10	user	Call Shai if a.	unk_fv	COMMUNICATION	make_call	Call <contact_name>Shai</contact_name> if a.	[]		Teams	Speech	1	1.13		
23d9b41e-a868-475f-a07d-602735fc5ec4	0	4/14/2020 21:20	user	Hey Cortana open Course Work 2.	unk_fv	NOTSURE	other_domain	Hey Cortana open Course Work 2.	[]		Teams	Speech	1	1.13		
23f11871-8fcd-4b5d-9884-61dea17b9632	0	4/6/2020 22:10	user	Connect me to my meeting with Mendes.		CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Mendes</contact_name>.	[]		Teams	Speech	1	1.13		
23f11871-8fcd-4b5d-9884-61dea17b9632	1	4/6/2020 22:10	user_other		Should I join your 7:00 PM now?				[]		Teams	Speech	1	1.13		
23f11871-8fcd-4b5d-9884-61dea17b9632	2	4/6/2020 22:10	user	Yes.	Joining your 7:00 PM. 	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
23f504d3-0056-4a99-b085-001b06433e97	0	4/27/2020 12:21	user	Join my meeting with Bhatia.		CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Bhatia</contact_name>.	[]		Teams	Speech	1	1.13		
23f504d3-0056-4a99-b085-001b06433e97	1	4/27/2020 12:21	user_other		Alright.				[]		Teams	Speech	1	1.13		
23f504d3-0056-4a99-b085-001b06433e97	2	4/27/2020 12:21	user_other		Joining your 6:00 PM. 				[]		Teams	Speech	1	1.13		
23f946b3-a343-42db-bd3c-f62394d20ecc	0	4/2/2020 23:47	user	Cortana except for Windows phone was on.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Cortana except for Windows phone was on.	[]		Teams	Speech	1	1.13		
24004484-84fe-4b04-b881-61fa205bc9eb	0	4/20/2020 20:14	user	Cancel my next meeting with Carrie Parker.	Which one of your events should I remove?	CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting with <contact_name>Carrie Parker</contact_name>.	[]		Teams	Speech	1	1.13		
24004484-84fe-4b04-b881-61fa205bc9eb	1	4/20/2020 20:14	user	The first one.	Alright, I sent a cancellation.	CALENDAR	delete_calendar_entry	The <position_ref>first</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
240c96d5-cc93-4fed-8c0c-543f5c141f03	0	4/6/2020 10:42	user	Another quote.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Another quote.	[]		Teams	Speech	1	1.13		
240f49b4-f435-443c-94b5-b30201aa454a	0	4/27/2020 6:43	user	Am I free in 30 minutes.		CALENDAR	check_availability	Am I <availability>free</availability> <start_time>in 30 minutes</start_time>.	[]		Teams	Speech	1	1.13		
240f49b4-f435-443c-94b5-b30201aa454a	1	4/27/2020 6:43	user_other		OK.				[]		Teams	Speech	1	1.13		
240f49b4-f435-443c-94b5-b30201aa454a	2	4/27/2020 6:43	user_other		I don't see any events like that.				[]		Teams	Speech	1	1.13		
241ada19-2cca-48d2-b347-8338afce9567	0	4/27/2020 6:41	user	Cancel my mom home.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Cancel my mom home.	[]		Teams	Speech	1	1.13		
24245906-6260-4f59-bd9e-6218dc1711ae	0	4/2/2020 20:23	user	Cancel my meeting this afternoon.		CALENDAR	delete_calendar_entry	Cancel my meeting <start_time>this afternoon</start_time>.	[]		Teams	Speech	1	1.13		
24245906-6260-4f59-bd9e-6218dc1711ae	1	4/2/2020 20:23	user_other		Which one of your events should I remove?				[]		Teams	Speech	1	1.13		
24245906-6260-4f59-bd9e-6218dc1711ae	2	4/2/2020 20:23	user_other		Which event did you want to remove?				[]		Teams	Speech	1	1.13		
242744b1-3348-4e4c-9fd5-cf6c82b697cf	0	4/22/2020 21:06	user	Add Nick.	OK, Which one should I add?	NOTSURE	other_domain	Add Nick.	[]		Teams	Speech	1	1.13		
242a3ead-25e9-453e-b73f-16f2471531a1	0	4/20/2020 21:13	user	Cortana or skills problem.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Cortana or skills problem.	[]		Teams	Speech	1	1.13		
242f3d2b-4f45-4209-a84a-bdd98f10c482	0	4/6/2020 22:10	user	Connect me to my meeting with Cruise.	Which Cruise would you like?	CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Cruise</contact_name>.	[]		Teams	Speech	1	1.13		
242f3d2b-4f45-4209-a84a-bdd98f10c482	1	4/6/2020 22:10	user	Tom Cruise.		CALENDAR	connect_to_meeting	<contact_name>Tom Cruise</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
242f3d2b-4f45-4209-a84a-bdd98f10c482	2	4/6/2020 22:10	user_other		Would you like to join your 7:00 PM now?				[]		Teams	Speech	1	1.13		
242f3d2b-4f45-4209-a84a-bdd98f10c482	3	4/6/2020 22:10	user	Yes.	Joining your 7:00 PM. 	CALENDAR	confirm	Yes.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
24342c80-cc1e-45a4-85e9-7ddf8cbc4b11	0	4/28/2020 0:31	user	Share the ice XLS with Sha.	OK, which Excel should I share?	FILES	file_share	Share the <file_keyword>ice</file_keyword> <file_type>XLS</file_type> with <to_contact_name>Sha</to_contact_name>.	[]		Teams	Speech	1	1.13		
24344d7d-afda-4574-bb08-0a03c654ac47	0	4/12/2020 14:06	user	Present the peg deck.	unk_fv	INMEETING	start_presenting	Present the <deck_name>peg</deck_name> deck.	[]		Teams	Speech	3	1.13		
243d7674-4c47-4c47-8127-e02dd60d2dc2	0	4/15/2020 19:03	user	Send a message to Gigi Joseph that this is a text message in order to test along with his testing to see if Cortana is able to recognize all the words.	unk_fv	COMMUNICATION	send_text	Send a message to <contact_name>Gigi Joseph</contact_name> that <message>this is a text message in order to test along with his testing to see if Cortana is able to recognize all the words</message>.	[]		Teams	Speech	1	1.13		
2448142c-e1bc-4f56-8cca-59ce78f978a1	0	4/3/2020 23:35	user	What's your name?	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	What's your name?	[]		Teams	Speech	22	1.13		
244cffb2-7466-49f9-a3ac-854c389081a5	0	4/7/2020 20:21	user	Message Mike 1:30 PM meeting.	Actually, there's nothing scheduled for 1:30 PM.	COMMUNICATION	send_text_meeting	Message <contact_name>Mike</contact_name> <time>1:30 PM</time> meeting.	[]		Teams	Speech	2	1.13		
244fec57-9c23-4848-b2f1-5268a213b301	0	4/22/2020 23:24	user	Hey Cortana go to Cortana SDK lab team.	. 	TEAMSACTION	teamspace_navigate	Hey Cortana go to <teamspace_team>Cortana SDK lab</teamspace_team> team.	[]		Teams	Speech	1	1.13		
24577250-0658-40d9-8964-3623bbe60568	0	4/29/2020 22:58	user	Join my unsupported link test meeting.		CALENDAR	connect_to_meeting	Join my <title>unsupported link test</title> meeting.	[]		Teams	Speech	1	1.13		
24577250-0658-40d9-8964-3623bbe60568	1	4/29/2020 22:58	user_other		OK.				[]		Teams	Speech	1	1.13		
24577250-0658-40d9-8964-3623bbe60568	2	4/29/2020 22:58	user_other		Joining your 4:30 PM. 				[]		Teams	Speech	1	1.13		
245e9145-d354-4ad7-aecf-f9884a4c01b9	0	4/3/2020 20:45	user	After this one.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	After this one.	[]		Teams	Speech	1	1.13		
24602b52-61a5-4297-bac3-9fecd695d7bd	0	4/15/2020 16:08	user	Read my messages from Catherine.	unk_fv	COMMUNICATION	query_message	Read my messages from <from_contact_name>Catherine</from_contact_name>.	[]		Teams	Speech	1	1.13		
2462790b-e618-4b86-b852-8546df635a28	0	4/30/2020 18:37	user	When's what is my day look like?		CALENDAR	find_calendar_entry	When's what is my day look like?	[]		Teams	Speech	1	1.13		
2462790b-e618-4b86-b852-8546df635a28	1	4/30/2020 18:37	user_other		Alright.				[]		Teams	Speech	1	1.13		
2462790b-e618-4b86-b852-8546df635a28	2	4/30/2020 18:37	user_other		I'm finding 4 events for today.				[]		Teams	Speech	1	1.13		
246fda00-32f6-4b9a-84e7-e321739efd0a	0	4/21/2020 0:37	user	Search Idan.	I'll look up '%SearchString%'.	PEOPLE	search_people_by_name	Search <contact_name>Idan</contact_name>.	[]		Teams	Speech	1	1.13		
247a61f2-7842-4083-8ef1-df2324be0fbb	0	4/15/2020 20:59	user	Join my meeting right now.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	Join my meeting right <start_time>now</start_time>.	[]		Teams	Speech	1	1.13		
247a61f2-7842-4083-8ef1-df2324be0fbb	1	4/15/2020 20:59	user	First one.	. 	CALENDAR	connect_to_meeting	<position_ref>First</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
248275c8-408f-4d34-836d-5aa303161eff	0	4/24/2020 0:43	user	Tell everyone on my meeting that this is test message please ignore.	Alright, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my meeting that <message>this is test message please ignore</message>.	[]		Teams	Speech	1	1.13		
248cbb62-81b2-4b75-81b7-0272c5c04f0c	0	4/29/2020 19:16	user	Tell everyone on my next meeting that this is a test.	Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>next</order_ref> meeting that <message>this is a test</message>.	[]		Teams	Speech	1	1.13		
24a30a13-35d6-4a9a-af00-eb5cc64337b1	0	4/23/2020 22:35	user	When is my next meeting with Satya?	You don't have any events with Satya Nadella coming up.	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Satya</contact_name>?	[]		Teams	Speech	1	1.13		
24ac51b6-7c72-4536-84ba-904539645f1e	0	4/17/2020 19:47	user	Transfer the call to Kruger.	Dwight Kruger, which number?	COMMUNICATION	transfer	Transfer the call to <contact_name>Kruger</contact_name>.	[]		Teams	Speech	1	1.13		
24b397db-b94f-4789-afb3-234f7e7df83e	0	4/20/2020 14:15	user	When is my next Call?	Sorry, I don't know the answer to this one.	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> Call?	[]		Teams	Speech	1	1.13		
24b93208-4b84-4ee4-8228-bb015625d81f	0	4/6/2020 8:07	user	Add Yoav to the call.	Add Yoav, is that right?	COMMUNICATION	add_to_call	Add <contact_name>Yoav</contact_name> to the call.	[]		Teams	Speech	1	1.13		
24ba2d59-43df-4862-9d0f-839dafab8a0d	0	4/27/2020 15:38	user	Bing Pradeep Nair.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Bing Pradeep Nair.	[]		Teams	Speech	1	1.13		
24c2f29b-0026-4fa2-a2e4-b75aa8f0b6d8	0	4/13/2020 9:36	user	Read messages.	unk_fv	COMMUNICATION	query_message	Read messages.	[]		Teams	Speech	45	1.13		
24c7bb16-dd50-4971-9a46-1d4898339b1b	0	4/25/2020 0:37	user	Chat with Jason.	Alright, go to the chat for Which Jason?	TEAMSACTION	teamsuser_openchat	Chat with <contact_name>Jason</contact_name>.	[]		Teams	Speech	1	1.13		
24c7df19-4574-4d91-8383-4d4fe99a892a	0	4/21/2020 20:21	user	Transfer call to 3378428542.	Alright, Transfer the call to (337) 842-8542, is that right?	COMMUNICATION	transfer	Transfer call to <phone_number>3378428542</phone_number>.	[]		Teams	Speech	1	1.13		
24ca6aa7-191f-4ddb-abf7-77f10e331d80	0	4/23/2020 7:38	user	Share Lt reviewed deck with Mohit.	OK, which PowerPoint should I share?	FILES	file_share	Share <file_keyword>Lt reviewed</file_keyword> <file_type>deck</file_type> with <to_contact_name>Mohit</to_contact_name>.	[]		Teams	Speech	1	1.13		
24d0777e-e2e7-45cb-a41b-d3e81dc92192	0	4/9/2020 11:16	user	Potato.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Potato.	[]		Teams	Speech	1	1.13		
24d87b12-cf5b-4e43-93d8-054ddb61c301	0	4/3/2020 5:45	user	Share the Bake the Potatoes PPT with Ana Carolina de Souza Mendes.	Should I share this?	FILES	file_share	Share the <file_keyword>Bake the Potatoes</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Ana Carolina de Souza Mendes</to_contact_name>.	[]		Teams	Speech	1	1.13		
24dc7287-e3b6-4932-9b28-cdea06ae5062	0	4/15/2020 23:14	user	Open Reference point Plus deck.	unk_fv	FILES	file_open	Open <file_keyword>Reference point Plus</file_keyword> <file_type>deck</file_type>.	[]		Teams	Speech	1	1.13		
24df8b37-3fbd-4cab-87f2-425091565b37	0	4/2/2020 23:39	user	Search for messages from Erez.	Sorry, I don't know the answer to this one.	COMMUNICATION	query_message	Search for messages from <from_contact_name>Erez</from_contact_name>.	[]		Teams	Speech	1	1.13		
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	0	4/10/2020 17:43	user	When is my next meeting with Sam?	Alright, Which Sam would you like?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Sam</contact_name>?	[]		Teams	Speech	1	1.13		
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	1	4/10/2020 17:43	user	None of them.	Who are you asking about?	CALENDAR	select_none	None of them.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	2	4/10/2020 17:43	user	Quinn.		CALENDAR	find_calendar_when	<contact_name>Quinn</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["select_none"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	3	4/10/2020 17:43	user_other		OK.				[]		Teams	Speech	1	1.13		1
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	4	4/10/2020 17:43	user_other		OK.				[]		Teams	Speech	1	1.13		1
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	5	4/10/2020 17:43	user_other		Alright.				[]		Teams	Speech	1	1.13		1
24f60d0a-0a47-49cd-8cc3-f4167fcd22f9	6	4/10/2020 17:43	user_other		Sorry! Something went wrong. Please try again later.				[]		Teams	Speech	1	1.13		1
24fbd767-2c52-41a2-8609-d7077e27e289	0	4/17/2020 18:54	user	Start my meeting with Jotham.	Which Jotham do you want?	CALENDAR	connect_to_meeting	Start my meeting with <contact_name>Jotham</contact_name>.	[]		Teams	Speech	1	1.13		
24fbd767-2c52-41a2-8609-d7077e27e289	1	4/17/2020 18:54	user	McGillicuddy.	OK.	CALENDAR	connect_to_meeting	<contact_name>McGillicuddy</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
24fbd767-2c52-41a2-8609-d7077e27e289	2	4/17/2020 18:54	user_other		Joining your 12:00 PM. 				[]		Teams	Speech	1	1.13		
2515db86-91d6-48f9-bcc0-370ee1c64805	0	4/25/2020 1:22	user	When is my next meeting with Sam?	Alright, Which Sam would you like?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Sam</contact_name>?	[]		Teams	Speech	1	1.13		
2515db86-91d6-48f9-bcc0-370ee1c64805	1	4/25/2020 1:22	user	None of them.	Who are you asking about?	CALENDAR	select_none	None of them.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
2515db86-91d6-48f9-bcc0-370ee1c64805	2	4/25/2020 1:22	user	Trey.	Alright, Which trey would you like?	CALENDAR	find_calendar_when	<contact_name>Trey</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["select_none"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
2515db86-91d6-48f9-bcc0-370ee1c64805	3	4/25/2020 1:22	user	Vaibhav.		CALENDAR	find_calendar_when	<contact_name>Vaibhav</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["find_calendar_when"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
2515db86-91d6-48f9-bcc0-370ee1c64805	4	4/25/2020 1:22	user_other		Alright.				[]		Teams	Speech	1	1.13		1
2515db86-91d6-48f9-bcc0-370ee1c64805	5	4/25/2020 1:22	user_other		Next up with Vaibhav Ganesan, on Monday, at 2:00 PM, Review MS poll results				[]		Teams	Speech	1	1.13		1
2516e9fa-6574-42f6-b59a-307442548e4a	0	4/21/2020 14:00	user	Join my next meeting.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		Teams	Speech	1	1.13		
2516e9fa-6574-42f6-b59a-307442548e4a	1	4/21/2020 14:00	user	Open article something that.	Which meeting did you wanna join?	CALENDAR	connect_to_meeting	<title>Open article</title> something that.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
2516e9fa-6574-42f6-b59a-307442548e4a	2	4/21/2020 14:00	user	The first one.	. 	CALENDAR	connect_to_meeting	The <position_ref>first</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
2516edaa-5791-4ece-b71e-6e75fcab5216	0	4/20/2020 9:01	user	Hey Cortana how's it going.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Hey Cortana how's it going.	[]		Teams	Speech	2	1.13		
251e5a24-5314-4bd0-90c9-0f147f8e4087	0	4/24/2020 6:39	user	Send a message to Shai Ifrach.	OK, What's your message?	COMMUNICATION	send_text	Send a message to <contact_name>Shai Ifrach</contact_name>.	[]		Teams	Speech	1	1.13		
253d6d14-7230-4da9-ab8f-ca59dc02dda2	0	4/20/2020 16:50	user	When is my next meeting with chubby?	I'm sorry, I couldn't find chubby in your contacts.	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>chubby</contact_name>?	[]		Teams	Speech	1	1.13		
254bd89a-3dfe-46f8-8af0-32d52487e59e	0	4/15/2020 19:08	user	Send a message to Sha Li that this is a test please ignore.	unk_fv	COMMUNICATION	send_text	Send a message to <contact_name>Sha Li</contact_name> that <message>this is a test please ignore</message>.	[]		Teams	Speech	1	1.13		
2566e67f-7b88-4bd1-8069-85d44639e969	0	4/21/2020 7:27	user	Open a file.	What file would you like to open?	FILES	file_open	Open a file.	[]		Teams	Speech	39	1.13		
25684c1e-4e24-4ac2-914b-5f03d12a3659	0	4/14/2020 21:59	user	Are Blacks an inferior race?	unk_fv	NOTSURE	other_domain	Are Blacks an inferior race?	[]		Teams	Speech	1	1.13		
256da594-0bcc-4b78-a50b-ff74c221a4f8	0	4/29/2020 7:11	user	Message my next meeting that I am running late.	Sorry, I can only message attendees for Teams meetings.	COMMUNICATION	send_text_meeting	Message my <order_ref>next</order_ref> meeting that <message>I am running late</message>.	[]		Teams	Speech	2	1.13		
2596904c-36cd-4e14-a034-93603e22c089	0	4/13/2020 17:25	user	Share the tools and travels document with Ana Carolina de Souza Mendes.	unk_fv	FILES	file_share	Share the <file_keyword>tools and travels</file_keyword> document with <to_contact_name>Ana Carolina de Souza Mendes</to_contact_name>.	[]		Teams	Speech	1	1.13		
259790ff-e18a-4a47-af1c-bf5a0ef52784	0	4/22/2020 17:02	user	Pimp.	Sorry, I don't know the answer to this one.	NOTSURE	notsure_other	Pimp.	[]		Teams	Speech	1	1.13		
25980f31-e8bb-4a01-b840-5b50adf212ab	0	4/22/2020 22:09	user	What does my calendar look like for tomorrow?	I'm finding 14 events for tomorrow.	CALENDAR	find_calendar_entry	What does my calendar look like for <start_date>tomorrow</start_date>?	[]		Teams	Speech	1	1.13		
25a88356-a1d4-4e46-9a94-28e57081c69b	0	4/2/2020 21:57	user	When is my update meet meeting?		CALENDAR	find_calendar_when	When is my <title>update meet</title> meeting?	[]		Teams	Speech	1	1.13		
25a88356-a1d4-4e46-9a94-28e57081c69b	1	4/2/2020 21:57	user_other		I'm finding 1 event that has update meet in the title.				[]		Teams	Speech	1	1.13		
25bb2b42-13cb-4a80-959e-161745a7b5b0	0	4/9/2020 6:24	user	Cortana Cortana.	<speak version='1.0' xmlns='http://www.w3.org/2001/10/synthesis' xmlns:mstts='https://www.w3.org/2001/mstts' xml:lang='en-US'> <audio src="https://cloudnus.azureedge.net/evaneural/chitchat/en-us/old/3600000024.opus">That's me.</audio></speak>	NOTSURE	other_domain	Cortana Cortana.	[]		Teams	Speech	19	1.13		
25c2fb3c-c69c-4f58-8dd8-af45cb86b262	0	4/20/2020 21:35	user	Hey Cortana go to home.	. 	NOTSURE	other_domain	Hey Cortana go to home.	[]		Teams	Speech	5	1.13		
25c4f1ab-431e-493b-ae46-0d5e0087562d	0	4/30/2020 20:51	user	Call Matt Blank.	Calling Matt Blank	COMMUNICATION	make_call	Call <contact_name>Matt Blank</contact_name>.	[]		Teams	Speech	1	1.13		
25e1a2b7-e626-4bb3-aec6-833929a77d2f	0	4/16/2020 18:09	user	When is my missed calls?	I'm sorry, but I can't help with that.	COMMUNICATION	communication_other	When is my missed calls?	[]		Teams	Speech	1	1.13		
25eb2b00-79f0-4664-bac6-2c9b5b27bf7b	0	4/10/2020 21:49	user	Call Jon on teams.	unk_fv	COMMUNICATION	make_call	Call <contact_name>Jon</contact_name> on <source_platform>teams</source_platform>.	[]		Teams	Speech	1	1.13		
