ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	AppFlavor
26bb15e5-49e4-485a-b7c0-d1229b89232e	0		user	New La La.		NOTSURE	other_domain	New La La.	[]		OutlookVoiceSearch	Speech	1	1.13		
6d4e87b5-5d40-4f4c-a168-4bfe71630d32	0		user	An email to Diego this is great.		NOTSURE	other_domain	An email to Diego this is great.	[]		OutlookVoiceSearch	Speech	1	1.13		
e3ec9422-2cd4-416f-bf6a-7be81831e559	0		user	And with Beryl.		NOTSURE	other_domain	And with Beryl.	[]		OutlookVoiceSearch	Speech	1	1.13		
bad93f01-dc50-466a-96af-da3b49539ca0	0		user	Play Jason.		NOTSURE	other_domain	Play Jason.	[]		OutlookVoiceSearch	Speech	1	1.13		
21c105ae-c5d5-45f8-aff7-b7d8fbb92c5c	0		user	Email Chad talk to Andy.		NOTSURE	other_domain	Email Chad talk to Andy.	[]		OutlookVoiceSearch	Speech	1	1.13		
583ea290-a7a9-4693-91a3-97c8f069dff9	0		user	Call John.		NOTSURE	other_domain	Call John.	[]		OutlookVoiceSearch	Speech	1	1.13		
1d65ae96-53c3-44f4-9284-987c0653105e	0		user	Email me talk to Ashok.		NOTSURE	other_domain	Email me talk to Ashok.	[]		OutlookVoiceSearch	Speech	1	1.13		
9059eb3c-e2cd-4672-9f4e-01b68e06253a	0		user	Transfer this call to my mobile.		NOTSURE	other_domain	Transfer this call to my mobile.	[]		OutlookVoiceSearch	Speech	1	1.13		
8de3eb3f-95c6-41ae-87de-3286a43f1bf1	0		user	Jason.		NOTSURE	other_domain	Jason.	[]		OutlookVoiceSearch	Speech	1	1.13		
cc39cb62-8e2d-45cf-b39b-6934e3479a31	0		user	Email Craig about a new subject.		NOTSURE	other_domain	Email Craig about a new subject.	[]		OutlookVoiceSearch	Speech	1	1.13		
3396b654-9d72-4a62-8e40-47f01c9a5050	0		user	Share death.		NOTSURE	other_domain	Share death.	[]		OutlookVoiceSearch	Speech	1	1.13		
17a41f31-6e99-4613-b180-4b1a431f0889	0		user	Hello hello hello.		NOTSURE	other_domain	Hello hello hello.	[]		OutlookVoiceSearch	Speech	1	1.13		
eacd24af-9785-4789-8745-35de6361afed	0		user	Send an email to Spencer.		NOTSURE	other_domain	Send an email to Spencer.	[]		OutlookVoiceSearch	Speech	1	1.13		
423d25d3-ec4a-471c-8fe1-d2dcc486bea4	0		user	Could you please please please call Harris?		NOTSURE	other_domain	Could you please please please call Harris?	[]		OutlookVoiceSearch	Speech	1	1.13		
235081f5-e75b-4233-b017-62e78bb0fdcc	0		user	Send an email to Dolly.		NOTSURE	other_domain	Send an email to Dolly.	[]		OutlookVoiceSearch	Speech	1	1.13		
91fa5fd8-3156-49ca-84c5-e848ed0b016b	0		user	Send a note to Beryl I am running late.		NOTSURE	other_domain	Send a note to Beryl I am running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
d360280a-7777-47f3-bc5e-460e35c9b5ea	0		user	Call Jim at work.		NOTSURE	other_domain	Call Jim at work.	[]		OutlookVoiceSearch	Speech	1	1.13		
5d6cc8ea-6350-479d-a051-1b4d89edc406	0		user	Awesome.		NOTSURE	other_domain	Awesome.	[]		OutlookVoiceSearch	Speech	1	1.13		
bdf16795-325d-4432-ad61-0a6cfe33f6c4	0		user	Call Home Depot.		NOTSURE	other_domain	Call Home Depot.	[]		OutlookVoiceSearch	Speech	1	1.13		
c179e9e1-a801-4c88-83e5-cc3bed8d3676	0		user	Send me an email to go grocery shopping.		NOTSURE	other_domain	Send me an email to go grocery shopping.	[]		OutlookVoiceSearch	Speech	1	1.13		
3cc7054c-cbc2-411f-ab23-470470c0db83	0		user	Call portee.		NOTSURE	other_domain	Call portee.	[]		OutlookVoiceSearch	Speech	1	1.13		
87c77644-c221-419d-98ee-8836751ff9e4	0		user	Call Pizza Hut.		NOTSURE	other_domain	Call Pizza Hut.	[]		OutlookVoiceSearch	Speech	1	1.13		
3bb4fb19-b164-4a22-aa1d-cba7c10dd9ab	0		user	Email Diego about a new subject that I am running late.		NOTSURE	other_domain	Email Diego about a new subject that I am running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
91169a1f-ebab-46b5-8f13-b5be28b315c4	0		user	Email Andrew about feedback.		NOTSURE	other_domain	Email Andrew about feedback.	[]		OutlookVoiceSearch	Speech	1	1.13		
08ddb6e7-909d-4407-b342-802f58f11aea	0		user	Email myself a note.		NOTSURE	other_domain	Email myself a note.	[]		OutlookVoiceSearch	Speech	1	1.13		
27c5b228-3dbc-4ee0-8c72-5b1bee6be303	0		user	Email Chad saying.		NOTSURE	other_domain	Email Chad saying.	[]		OutlookVoiceSearch	Speech	1	1.13		
ccc85610-a361-494c-b5bb-da7722c78ca6	0		user	Send an email to allison@microsoft.com.		NOTSURE	other_domain	Send an email to allison@microsoft.com.	[]		OutlookVoiceSearch	Speech	1	1.13		
c308455f-d506-47c8-ad20-4ba519077af6	0		user	Call Raj.		NOTSURE	other_domain	Call Raj.	[]		OutlookVoiceSearch	Speech	1	1.13		
b410e490-2953-4850-90db-c0479bb15dd0	0		user	Pradip.		NOTSURE	other_domain	Pradip.	[]		OutlookVoiceSearch	Speech	1	1.13		
38936a31-6867-4c3e-b998-b7c1ad22906e	0		user	Send email to Diego I'm running late.		NOTSURE	other_domain	Send email to Diego I'm running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
337cc532-5049-4b5b-8e40-0df72dd3478f	0		user	Katrina.		NOTSURE	other_domain	Katrina.	[]		OutlookVoiceSearch	Speech	1	1.13		
e4c35076-e65d-46d8-bd4d-50e31e5df1a2	0		user	Send email to Diego that I want to work on a document by Craig Allison Chad Malik Ashok and Jon Harris and finish it by tomorrow.		NOTSURE	other_domain	Send email to Diego that I want to work on a document by Craig Allison Chad Malik Ashok and Jon Harris and finish it by tomorrow.	[]		OutlookVoiceSearch	Speech	1	1.13		
aefe22ab-4543-4fab-88bc-78aa402dffe5	0		user	Send an email to Diego.		NOTSURE	other_domain	Send an email to Diego.	[]		OutlookVoiceSearch	Speech	1	1.13		
4e21ac6c-800b-465a-8f67-307c7dd5d766	0		user	Email Diego Foo bar Foo bar.		NOTSURE	other_domain	Email Diego Foo bar Foo bar.	[]		OutlookVoiceSearch	Speech	1	1.13		
21ab4592-46ae-4059-8622-287d23ce677b	0		user	Call Allison poopy pants.		NOTSURE	other_domain	Call Allison poopy pants.	[]		OutlookVoiceSearch	Speech	1	1.13		
fc93d197-f377-4d29-be20-a2259f28fdd3	0		user	Send an email to myself on call mom.		NOTSURE	other_domain	Send an email to myself on call mom.	[]		OutlookVoiceSearch	Speech	1	1.13		
890899a3-4581-4f90-97cd-aa9d7190e1d9	0		user	Email Harris.		NOTSURE	other_domain	Email Harris.	[]		OutlookVoiceSearch	Speech	1	1.13		
1993f61f-30b9-41cf-8474-eb91e7ce5254	0		user	Email Beryl and Andrew.		NOTSURE	other_domain	Email Beryl and Andrew.	[]		OutlookVoiceSearch	Speech	1	1.13		
826ae6b1-7ae8-4505-ba1a-bf0d35bb33f8	0		user	Send email to Diego let's talk about Mail from Allison.		NOTSURE	other_domain	Send email to Diego let's talk about Mail from Allison.	[]		OutlookVoiceSearch	Speech	1	1.13		
0ea8969a-4a01-4113-99e0-d23aaac42ea5	0		user	Send myself a note that I need to catch up on that work I was talking about.		NOTSURE	other_domain	Send myself a note that I need to catch up on that work I was talking about.	[]		OutlookVoiceSearch	Speech	1	1.13		
8a9d5ac0-3a4b-4224-b698-6a14dd4b14cf	0		user	Shwetambari Angus.		NOTSURE	other_domain	Shwetambari Angus.	[]		OutlookVoiceSearch	Speech	1	1.13		
b9068270-8c80-4483-a87c-a0c22bcc476b	0		user	Send me an email walk the dog.		NOTSURE	other_domain	Send me an email walk the dog.	[]		OutlookVoiceSearch	Speech	1	1.13		
59319706-fec5-4723-b2d9-768b6681754f	0		user	Find Stefan.		NOTSURE	other_domain	Find Stefan.	[]		OutlookVoiceSearch	Speech	1	1.13		
4539d959-4b32-4998-bac5-716a58c27523	0		user	Send email to Diego is the most awesome feature.		NOTSURE	other_domain	Send email to Diego is the most awesome feature.	[]		OutlookVoiceSearch	Speech	1	1.13		
9ed73ac3-448a-48cc-b7ea-63e59f862b74	0		user	Co Diego.		NOTSURE	other_domain	Co Diego.	[]		OutlookVoiceSearch	Speech	1	1.13		
7937895e-79db-4a37-9b6a-18b7ce557a55	0		user	Who am I?		NOTSURE	other_domain	Who am I?	[]		OutlookVoiceSearch	Speech	1	1.13		
7e72f46a-845e-4ce2-98bb-a8f4acb46cc0	0		user	Call Talon.		NOTSURE	other_domain	Call Talon.	[]		OutlookVoiceSearch	Speech	1	1.13		
0c6c6eff-cade-4338-a1c9-e687c80f9ae9	0		user	Send an email to tally.		NOTSURE	other_domain	Send an email to tally.	[]		OutlookVoiceSearch	Speech	1	1.13		
d5659b37-9ea8-4b22-b3dc-ed118a17cfa0	0		user	Email Craig.		NOTSURE	other_domain	Email Craig.	[]		OutlookVoiceSearch	Speech	1	1.13		
7e3f6bb3-b89f-4a77-9dc0-76948acd0ac3	0		user	Send email to Diego this is great.		NOTSURE	other_domain	Send email to Diego this is great.	[]		OutlookVoiceSearch	Speech	1	1.13		
c24bd725-fa4d-457d-9c48-c5383badb906	0		user	Send Chad an email let's get lunch sometime.		NOTSURE	other_domain	Send Chad an email let's get lunch sometime.	[]		OutlookVoiceSearch	Speech	1	1.13		
6ba4d731-7a06-4ed5-87ef-fb97e5320b75	0		user	Send an email to Shaker alias.		NOTSURE	other_domain	Send an email to Shaker alias.	[]		OutlookVoiceSearch	Speech	1	1.13		
1fc88890-c9cc-45bc-946b-1559b20a3c16	0		user	Send an email to tally rod that I'm running late.		NOTSURE	other_domain	Send an email to tally rod that I'm running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
59d46987-557b-454a-9613-9a93f77b8bb8	0		user	Send email to Allison that this is great.		NOTSURE	other_domain	Send email to Allison that this is great.	[]		OutlookVoiceSearch	Speech	1	1.13		
14d53331-e765-4cb0-bc28-ed0ef9f03114	0		user	Email Mil.		NOTSURE	other_domain	Email Mil.	[]		OutlookVoiceSearch	Speech	1	1.13		
83b6d794-5b60-4a37-951a-0edd84c17c24	0		user	Call my office.		NOTSURE	other_domain	Call my office.	[]		OutlookVoiceSearch	Speech	1	1.13		
3f0afd06-5e72-4711-9956-4ec4abf900a2	0		user	Send a note to EMI.		NOTSURE	other_domain	Send a note to EMI.	[]		OutlookVoiceSearch	Speech	1	1.13		
cace6764-6fe9-4d49-907a-be891a03182f	0		user	Email Allison about the Demo meeting.		NOTSURE	other_domain	Email Allison about the Demo meeting.	[]		OutlookVoiceSearch	Speech	1	1.13		
ff51bb30-8870-4782-8393-9e30db263530	0		user	Send a message to Jon.		NOTSURE	other_domain	Send a message to Jon.	[]		OutlookVoiceSearch	Speech	1	1.13		
9c0763ab-dae2-4d7f-a731-695219a3ff98	0		user	Shwetambari information.		NOTSURE	other_domain	Shwetambari information.	[]		OutlookVoiceSearch	Speech	1	1.13		
433dfda6-d208-41fc-bd38-91c8bda45658	0		user	Send email to Diego let's talk about Chad's document.		NOTSURE	other_domain	Send email to Diego let's talk about Chad's document.	[]		OutlookVoiceSearch	Speech	1	1.13		
c06312a7-5dc0-4296-93f0-94a663fc9f7c	0		user	Phone Shwetambari Mokadam.		NOTSURE	other_domain	Phone Shwetambari Mokadam.	[]		OutlookVoiceSearch	Speech	1	1.13		
bb2cc3ed-c164-4c67-8c14-1bc047376fee	0		user	Food.		NOTSURE	other_domain	Food.	[]		OutlookVoiceSearch	Speech	1	1.13		
69dc6f9b-2a95-42d5-aabb-1a486a00d0a4	0		user	You start speaking so that it recognizes your voice and then eventually when you're done.		NOTSURE	other_domain	You start speaking so that it recognizes your voice and then eventually when you're done.	[]		OutlookVoiceSearch	Speech	1	1.13		
ca60c2bb-4d6e-48cc-91ca-012dd92e00a4	0		user	Call tally Roth.		NOTSURE	other_domain	Call tally Roth.	[]		OutlookVoiceSearch	Speech	1	1.13		
0a53c17c-de40-4050-954d-19b629f77463	0		user	Call Jim.		NOTSURE	other_domain	Call Jim.	[]		OutlookVoiceSearch	Speech	1	1.13		
f35c0d8e-a1fc-472a-b689-c59ed4e27f7a	0		user	Shobana Balakrishnan.		NOTSURE	other_domain	Shobana Balakrishnan.	[]		OutlookVoiceSearch	Speech	1	1.13		
063e8631-66d1-4b4e-9a07-d30a8e117b07	0		user	Testing usage.		NOTSURE	other_domain	Testing usage.	[]		OutlookVoiceSearch	Speech	1	1.13		
ca51a6a7-4cf9-4a14-84ec-228fd98446b7	0		user	Send email to Karl.		NOTSURE	other_domain	Send email to Karl.	[]		OutlookVoiceSearch	Speech	1	1.13		
bb6f724a-b3e7-469a-a00f-a53c9e275d55	0		user	What's up Sir?		NOTSURE	other_domain	What's up Sir?	[]		OutlookVoiceSearch	Speech	1	1.13		
c7d162a9-512f-4805-970f-fe9f9315b935	0		user	Message Chad sang and blade.		NOTSURE	other_domain	Message Chad sang and blade.	[]		OutlookVoiceSearch	Speech	1	1.13		
534f1ffc-0540-49a6-b527-03bc20545653	0		user	Call Allison.		NOTSURE	other_domain	Call Allison.	[]		OutlookVoiceSearch	Speech	1	1.13		
4ccbb8e0-9732-49ef-9c98-09b1827ca363	0		user	Send me an email.		NOTSURE	other_domain	Send me an email.	[]		OutlookVoiceSearch	Speech	1	1.13		
d09af442-0003-4d4c-9a18-010d8b253c6f	0		user	Call Allison on cell.		NOTSURE	other_domain	Call Allison on cell.	[]		OutlookVoiceSearch	Speech	1	1.13		
882f93a1-309a-48a6-9d71-33b8e81fa1cc	0		user	Email Chad how's everything going Sir.		NOTSURE	other_domain	Email Chad how's everything going Sir.	[]		OutlookVoiceSearch	Speech	1	1.13		
3c2cfb0f-61fa-4a27-b070-9cad055c0e27	0		user	Upcoming flight.		NOTSURE	other_domain	Upcoming flight.	[]		OutlookVoiceSearch	Speech	1	1.13		
23cbd2e9-be35-45e3-917d-5d9ed289ac27	0		user	Play my email.		NOTSURE	other_domain	Play <contact_name>my</contact_name> <message_type>email</message_type>.	[]		OutlookVoiceSearch	Speech	1	1.13		
271c3c70-7367-4a0c-af7e-492607add95d	0		user	Tell Craig I will do the flip Creed tomorrow.		NOTSURE	other_domain	Tell Craig I will do the flip Creed tomorrow.	[]		OutlookVoiceSearch	Speech	1	1.13		
67350b0c-60c8-44fa-b738-56b6c373224d	0		user	Email Andrew.		NOTSURE	other_domain	Email Andrew.	[]		OutlookVoiceSearch	Speech	1	1.13		
dced7ed4-4a58-4aa2-bff1-6e88c88095c6	0		user	Send a message.		NOTSURE	other_domain	Send a message.	[]		OutlookVoiceSearch	Speech	1	1.13		
177dbfb1-3607-441c-9981-16d266a4655b	0		user	Mr Doolittle.		NOTSURE	other_domain	Mr Doolittle.	[]		OutlookVoiceSearch	Speech	1	1.13		
fa641fe4-2586-4438-97bf-495dcb9f27a2	0		user	Email Steven about H2.		NOTSURE	other_domain	Email Steven about H2.	[]		OutlookVoiceSearch	Speech	1	1.13		
eb7ddd82-0c59-46f2-8538-6515b7b18ba9	0		user	Call Jon.		NOTSURE	other_domain	Call Jon.	[]		OutlookVoiceSearch	Speech	1	1.13		
634ce8df-0f6b-4585-a600-2f1ecc5f23c7	0		user	Send an email to Beryl about Bugbash:.		NOTSURE	other_domain	Send an email to Beryl about Bugbash:.	[]		OutlookVoiceSearch	Speech	1	1.13		
c185ae57-7637-4b0f-b8a5-1ba1f9cf7f1e	0		user	Send email to Diego.		NOTSURE	other_domain	Send email to Diego.	[]		OutlookVoiceSearch	Speech	1	1.13		
0eaeb474-5393-47b1-91df-32fd6a2ef3ad	0		user	Email Malik am running late.		NOTSURE	other_domain	Email Malik am running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
4a76922b-8e96-44b5-ba53-c62676bf8614	0		user	Call Christian.		NOTSURE	other_domain	Call Christian.	[]		OutlookVoiceSearch	Speech	1	1.13		
701511dd-5383-42d0-b881-78a0da7d4976	0		user	Send email to Diego let's talk about Chad.		NOTSURE	other_domain	Send email to Diego let's talk about Chad.	[]		OutlookVoiceSearch	Speech	1	1.13		
2829d4ac-0992-474d-aacb-a35c001418ed	0		user	Patrician.		NOTSURE	other_domain	Patrician.	[]		OutlookVoiceSearch	Speech	1	1.13		
ce9d956d-857d-4f2a-9c5a-4858d50735c2	0		user	Send an email to Craig asking if there are any calling bugs from the bug bash.		NOTSURE	other_domain	Send an email to Craig asking if there are any calling bugs from the bug bash.	[]		OutlookVoiceSearch	Speech	1	1.13		
c4f924b7-88e8-4f40-afef-06b36a4122c7	0		user	Email Chad let's have lunch sometime.		NOTSURE	other_domain	Email Chad let's have lunch sometime.	[]		OutlookVoiceSearch	Speech	1	1.13		
74de7765-f0ba-4d31-835f-220028b94c9f	0		user	Send email to Diego that I want to work on that document that Craig sent yesterday and see if we can finish it by tomorrow.		NOTSURE	other_domain	Send email to Diego that I want to work on that document that Craig sent yesterday and see if we can finish it by tomorrow.	[]		OutlookVoiceSearch	Speech	1	1.13		
e453d7f3-30de-4941-a9a0-b2764f98c747	0		user	Call charla.		NOTSURE	other_domain	Call charla.	[]		OutlookVoiceSearch	Speech	1	1.13		
f1f42e79-25e5-4698-8205-34b188e23313	0		user	What's the weather?		NOTSURE	other_domain	What's the weather?	[]		OutlookVoiceSearch	Speech	1	1.13		
47d9e705-6a45-4439-a151-3bb71a1912c6	0		user	Email Carl i really like your hair style.		NOTSURE	other_domain	Email Carl i really like your hair style.	[]		OutlookVoiceSearch	Speech	1	1.13		
314dd135-2d9b-4a38-8ded-04b5e40fc5f5	0		user	Email Jon Harris.		NOTSURE	other_domain	Email Jon Harris.	[]		OutlookVoiceSearch	Speech	1	1.13		
5a81faca-2a3f-4e70-8571-098d49cb9c13	0		user	Send a note to Craig let's talk about that issue you turn to Mr Dey.		NOTSURE	other_domain	Send a note to Craig let's talk about that issue you turn to Mr Dey.	[]		OutlookVoiceSearch	Speech	1	1.13		
1b5ae7c4-8284-4088-acdc-c341f336c95f	0		user	Email Beryl hey this is fun.		NOTSURE	other_domain	Email Beryl hey this is fun.	[]		OutlookVoiceSearch	Speech	1	1.13		
b6081484-bc4d-4ea3-a31e-a72b59f80bc1	0		user	Send email to Diego and Craig.		NOTSURE	other_domain	Send email to Diego and Craig.	[]		OutlookVoiceSearch	Speech	1	1.13		
958a18ed-3111-457b-87f6-585fde754bc7	0		user	Call Spencer.		NOTSURE	other_domain	Call Spencer.	[]		OutlookVoiceSearch	Speech	1	1.13		
cbe4835e-2e1c-4605-8499-d12912317dbd	0		user	To me reminder to get groceries.		NOTSURE	other_domain	To me reminder to get groceries.	[]		OutlookVoiceSearch	Speech	1	1.13		
a3190f9d-0be1-4b33-beb1-8027059048df	0		user	Send a note to Diego that I'll be running late today.		NOTSURE	other_domain	Send a note to Diego that I'll be running late today.	[]		OutlookVoiceSearch	Speech	1	1.13		
df5fb98a-568c-4435-87a5-9d1f1b82531c	0		user	Message Chad saying I'm late.		NOTSURE	other_domain	Message Chad saying I'm late.	[]		OutlookVoiceSearch	Speech	1	1.13		
7a6ddf77-eb2c-4c02-b745-d7ae55390cfb	0		user	Email Steven great job on present hold.		NOTSURE	other_domain	Email Steven great job on present hold.	[]		OutlookVoiceSearch	Speech	1	1.13		
e94bdf48-dec3-48f4-a29b-91fce2478fc7	0		user	Send email to Beryl this is awesome.		NOTSURE	other_domain	Send email to Beryl this is awesome.	[]		OutlookVoiceSearch	Speech	1	1.13		
61fec844-037b-48ab-8d6e-0abf2e1c0878	0		user	Send an email to Allison about Demo.		NOTSURE	other_domain	Send an email to Allison about Demo.	[]		OutlookVoiceSearch	Speech	1	1.13		
d2b75b6b-b954-46af-8560-4389accd90c6	0		user	Email myself.		NOTSURE	other_domain	Email myself.	[]		OutlookVoiceSearch	Speech	1	1.13		
aa6a8468-92b6-4389-b184-cc65ea22b062	0		user	Email Diego about a new subject I am running late.		NOTSURE	other_domain	Email Diego about a new subject I am running late.	[]		OutlookVoiceSearch	Speech	1	1.13		
91b266db-0051-4fdd-823c-5f38522fd4c8	0		user	Send email to S+A Core Lt.		NOTSURE	other_domain	Send email to S+A Core Lt.	[]		OutlookVoiceSearch	Speech	1	1.13		
b9ec9603-cd45-44f9-8089-2707feb20e53	0		user	Send an email to myself buy milk.		NOTSURE	other_domain	Send an email to myself buy milk.	[]		OutlookVoiceSearch	Speech	1	1.13		
f6ae304b-7cd4-43c8-a6dc-d7c5581c61a0	0		user	Email Carl I like your hair style.		NOTSURE	other_domain	Email Carl I like your hair style.	[]		OutlookVoiceSearch	Speech	1	1.13		
abf690ce-4fb0-44d6-9558-0b6400ce2e45	0		user	Note to self.		NOTSURE	other_domain	Note to self.	[]		OutlookVoiceSearch	Speech	1	1.13		
54d84107-ff88-4b30-aef9-ca1150c69624	0		user	Email Chad.		NOTSURE	other_domain	Email Chad.	[]		OutlookVoiceSearch	Speech	1	1.13		
25e6bfc4-975c-4967-8ac4-a2ed3a08c12b	0		user	Telephone Jose.		NOTSURE	other_domain	Telephone Jose.	[]		OutlookVoiceSearch	Speech	1	1.13		
ba36e81f-d545-489a-9df6-771743cf7a0d	0		user	Find Kathy.		NOTSURE	other_domain	Find Kathy.	[]		OutlookVoiceSearch	Speech	1	1.13		
3b9cd6c4-643d-4050-bf7b-cf23ac48b39b	0		user	Apple ID here.		NOTSURE	other_domain	Apple ID here.	[]		OutlookVoiceSearch	Speech	1	1.13		
3fe49a24-1cf3-4b6a-b652-f9a86ec94ca0	0		user	Call Darren.		NOTSURE	other_domain	Call Darren.	[]		OutlookVoiceSearch	Speech	1	1.13		
3ef6b98b-9364-4b1d-97da-944dd14c3ca7	0		user	Send email to Allison this is great.		NOTSURE	other_domain	Send email to Allison this is great.	[]		OutlookVoiceSearch	Speech	1	1.13		
70c7130a-7b46-4344-9304-304f656b80a5	0		user	Send email to Allison about feature launch.		NOTSURE	other_domain	Send email to Allison about feature launch.	[]		OutlookVoiceSearch	Speech	1	1.13		
9cafb9c2-f466-476f-a3ed-75e46b8bfbfa	0		user	Call Chad.		NOTSURE	other_domain	Call Chad.	[]		OutlookVoiceSearch	Speech	1	1.13		
85a16ffd-f664-434f-80af-84227aa2fa68	0		user	Email Diego Foo bar.		NOTSURE	other_domain	Email Diego Foo bar.	[]		OutlookVoiceSearch	Speech	1	1.13		
eab409cd-3199-44fb-bf03-0b25f1fcad2c	0		user	Telephone Shwetambari.		NOTSURE	other_domain	Telephone Shwetambari.	[]		OutlookVoiceSearch	Speech	1	1.13		
a352a748-d27c-40d8-8e59-a72ec096832d	0		user	Amazing amazing.		NOTSURE	other_domain	Amazing amazing.	[]		OutlookVoiceSearch	Speech	1	1.13		
e24eaf98-92f1-4cac-aec6-089b4687ffbe	0		user	Email try what's up Sir.		NOTSURE	other_domain	Email try what's up Sir.	[]		OutlookVoiceSearch	Speech	1	1.13		
b341abe9-046a-4c7f-b9d4-15cd1e1491ba	0		user	Gates Foundation.		NOTSURE	other_domain	Gates Foundation.	[]		OutlookVoiceSearch	Speech	1	1.13		
aac045f6-1f35-45fc-996e-0794ca01a33a	0		user	Email Carl about Prada launch.		NOTSURE	other_domain	Email Carl about Prada launch.	[]		OutlookVoiceSearch	Speech	1	1.13		
6519cfc1-e962-4cca-b41a-c5d7d1fc204a	0		user	Email Craig about.		NOTSURE	other_domain	Email Craig about.	[]		OutlookVoiceSearch	Speech	1	1.13		
45bfe1a9-e1dc-401b-b014-d872df14ec4e	0		user	Send a note to Enrique Mitchell.		NOTSURE	other_domain	Send a note to Enrique Mitchell.	[]		OutlookVoiceSearch	Speech	1	1.13		
d151d10e-4991-42fd-b60b-1eda210b3292	0		user	Send an email to Ashok dad thanks for the feedback.		NOTSURE	other_domain	Send an email to Ashok dad thanks for the feedback.	[]		OutlookVoiceSearch	Speech	1	1.13		
1e9a00d7-0382-4456-a046-80408af2c5cd	0		user	Make the second search.		NOTSURE	other_domain	Make the second search.	[]		OutlookVoiceSearch	Speech	1	1.13		
9493d8f6-dd50-4e4e-8fbd-874f11b36efa	0		user	Send an email to Jaclyn that I am trying this out.		NOTSURE	other_domain	Send an email to Jaclyn that I am trying this out.	[]		OutlookVoiceSearch	Speech	1	1.13		
f19a90d2-3ef2-4269-a08b-dccb51c87d70	0		user	Call McIntyre.		NOTSURE	other_domain	Call McIntyre.	[]		OutlookVoiceSearch	Speech	1	1.13		
049f61b9-974c-40ed-8e30-17c23341cc30	0		user	Email Craig about monthly meeting.		NOTSURE	other_domain	Email Craig about monthly meeting.	[]		OutlookVoiceSearch	Speech	1	1.13		
7b62b8e7-9c23-44ca-9f12-4555af67681a	0		user	Send email to Diego did you see Chad's document.		NOTSURE	other_domain	Send email to Diego did you see Chad's document.	[]		OutlookVoiceSearch	Speech	1	1.13		
3360a82b-6b8d-4431-a9b8-f838aaeffdda	0		user	Email Madeleine to prepared the meeting this afternoon.		NOTSURE	other_domain	Email Madeleine to prepared the meeting this afternoon.	[]		OutlookVoiceSearch	Speech	1	1.13		
0efbc1bd-174b-4504-904a-a5f8f266e187	0		user	Naomi.		NOTSURE	other_domain	Naomi.	[]		OutlookVoiceSearch	Speech	1	1.13		
e84fda91-3db2-418a-8ad5-47224eb2140c	0		user	Call Craig Miller.		NOTSURE	other_domain	Call Craig Miller.	[]		OutlookVoiceSearch	Speech	1	1.13		
a3022ba2-6a60-4cc4-94de-6fd64b5ce2cd	0		user	Show me Moscow retention.		NOTSURE	other_domain	Show me Moscow retention.	[]		OutlookVoiceSearch	Speech	1	1.13		
2ffc2f3a-9154-4809-b4c9-808220a160aa	0		user	Call Perry.		NOTSURE	other_domain	Call Perry.	[]		OutlookVoiceSearch	Speech	1	1.13		
4b260a45-be0d-4009-ba65-6c02ba0f59d0	0		user	Call Robert.		NOTSURE	other_domain	Call Robert.	[]		OutlookVoiceSearch	Speech	1	1.13		
d764c6d9-7009-4506-9a7c-b0efd5029d81	0		user	Call office.		NOTSURE	other_domain	Call office.	[]		OutlookVoiceSearch	Speech	1	1.13		
391b6ec5-683a-48fd-9bfd-e65b45ace7f2	0		user	Send email to Tobias.		NOTSURE	other_domain	Send email to Tobias.	[]		OutlookVoiceSearch	Speech	1	1.13		
fe098bc9-bf8d-485e-9d64-d0b334e632d8	0		user	What's up guys?		NOTSURE	other_domain	What's up guys?	[]		OutlookVoiceSearch	Speech	1	1.13		
559c093a-8651-4842-b5e2-f47b915fc3b9	0		user	Send an email to Ashok.		NOTSURE	other_domain	Send an email to Ashok.	[]		OutlookVoiceSearch	Speech	1	1.13		
4d29b275-2305-4b03-ad1f-44d65e356150	0		user	Send email to Purvi.		NOTSURE	other_domain	Send email to Purvi.	[]		OutlookVoiceSearch	Speech	1	1.13		
3adbe68b-a73e-43be-b9ca-a0d966a7fb65	0		user	Send email to Diego let's talk about what Jim said yesterday.		NOTSURE	other_domain	Send email to Diego let's talk about what Jim said yesterday.	[]		OutlookVoiceSearch	Speech	1	1.13		
f7962652-faea-422a-b6b3-06a54dd6ebd6	0		user	Send email to tally.		NOTSURE	other_domain	Send email to tally.	[]		OutlookVoiceSearch	Speech	1	1.13		
69302feb-9193-48f0-b9bd-422a6ecbbda6	0		user	Call James.		NOTSURE	other_domain	Call James.	[]		OutlookVoiceSearch	Speech	1	1.13		
1627d7b8-7573-4c51-9329-7188d56cb7fa	0		user	Call Craig McIntyre discount desks test.		NOTSURE	other_domain	Call Craig McIntyre discount desks test.	[]		OutlookVoiceSearch	Speech	1	1.13		
