id	query	intent	domain	QueryXml
0	attachment from cristian grajdeanu last week entoblast Palaeocarida waterloggedness	file_search	files	<attachment> attachment </attachment> from <contact_name> cristian grajdeanu </contact_name> <start_date> last week </start_date> <file_keyword> entoblast Palaeocarida waterloggedness </file_keyword>
0	3s85722 attachments from may to june	file_search	files	<file_keyword> 3s85722 </file_keyword> <attachment> attachments </attachment> from <start_date> may </start_date> to <end_date> june </end_date>
0	whats last attachment malec sent me	file_search	files	whataposs <order_ref> last </order_ref> <attachment> attachment </attachment> <contact_name> malec </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	from serge lidin with OneNote attachment	file_search	files	from <contact_name> serge lidin </contact_name> with <file_type> OneNote </file_type> <attachment> attachment </attachment>
0	find files from jon smelser with an attachment	file_search	files	find files from <contact_name> jon smelser </contact_name> with an <attachment> attachment </attachment>
0	messages from pritam with docs attachments	file_search	files	messages from <contact_name> pritam </contact_name> with <file_type> docs </file_type> <attachment> attachments </attachment>
0	find doc attachment	file_search	files	find <file_type> doc </file_type> <attachment> attachment </attachment>
0	attachment for handling refusals	file_search	files	<attachment> attachment </attachment> for <file_keyword> handling refusals </file_keyword>
0	from prudhvi maddula criminalistician explorational Echiurus attachment	file_search	files	from <contact_name> prudhvi maddula </contact_name> <file_keyword> criminalistician explorational Echiurus </file_keyword> <attachment> attachment </attachment>
0	maika takanohara with pdfs attachments	file_search	files	<contact_name> maika takanohara </contact_name> with <file_type> pdfs </file_type> <attachment> attachments </attachment>
0	search for message from radomir zaric to roman kompaniyets with commercial barytocelestine attachment	file_search	files	search for message from <contact_name> radomir zaric </contact_name> to <to_contact_name> roman kompaniyets </to_contact_name> with <file_keyword> commercial barytocelestine </file_keyword> <attachment> attachment </attachment>
0	from zhongping with attachment okrs24572 s team	file_search	files	from <contact_name> zhongping </contact_name> with <attachment> attachment </attachment> <file_keyword> okrs24572 s team </file_keyword>
0	look up attachments with prabhaharan velu	file_search	files	look up <attachment> attachments </attachment> with <contact_name> prabhaharan velu </contact_name>
0	buccinoid filiferous from lecaros with attachment	file_search	files	<file_keyword> buccinoid filiferous </file_keyword> from <contact_name> lecaros </contact_name> with <attachment> attachment </attachment>
0	gather krishna gandikota all attachments	file_search	files	gather <contact_name> krishna gandikota </contact_name> all <attachment> attachments </attachment>
0	what is recently attachment that bassey sent me	file_search	files	what is <file_recency> recently </file_recency> <attachment> attachment </attachment> that <contact_name> bassey </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	stacie paulson sent me some attachment	file_search	files	<contact_name> stacie paulson </contact_name> sent me some <attachment> attachment </attachment>
0	from kurma include attachment	file_search	files	from <contact_name> kurma </contact_name> include <attachment> attachment </attachment>
0	swapna kasam with notes attachments	file_search	files	<contact_name> swapna kasam </contact_name> with <file_type> notes </file_type> <attachment> attachments </attachment>
0	attachments i sent to denis heliszkowski	file_search	files	<attachment> attachments </attachment> i sent to <to_contact_name> denis heliszkowski </to_contact_name>
0	find attachments from deivid de foggi	file_search	files	find <attachment> attachments </attachment> from <contact_name> deivid de foggi </contact_name>
0	ppts attachment visionmonger Endamoebidae	file_search	files	<file_type> ppts </file_type> <attachment> attachment </attachment> <file_keyword> visionmonger Endamoebidae </file_keyword>
0	to pavel-catalin mozos with attachment powerpoints	file_search	files	to <to_contact_name> pavel-catalin mozos </to_contact_name> with <attachment> attachment </attachment> <file_type> powerpoints </file_type>
0	what attachments has esmildo finale sent	file_search	files	what <attachment> attachments </attachment> has <contact_name> esmildo finale </contact_name> sent
0	from xiaobin yang pptx attachment	file_search	files	from <contact_name> xiaobin yang </contact_name> <file_type> pptx </file_type> <attachment> attachment </attachment>
0	gaslight antimiscegenation blepharophyma from che nurul zakiah binti osman with attachment	file_search	files	<file_keyword> gaslight antimiscegenation blepharophyma </file_keyword> from <contact_name> che nurul zakiah binti osman </contact_name> with <attachment> attachment </attachment>
0	what is recently attachment ws low sent mojisola adesanoye	file_search	files	what is <file_recency> recently </file_recency> <attachment> attachment </attachment> <contact_name> ws low </contact_name> sent <to_contact_name> mojisola adesanoye </to_contact_name>
0	what is last attachment that joe newell sent cully	file_search	files	what is <order_ref> last </order_ref> <attachment> attachment </attachment> that <contact_name> joe newell </contact_name> sent <to_contact_name> cully </to_contact_name>
0	whats latest attachment lin liang sent me	file_search	files	whataposs <order_ref> latest </order_ref> <attachment> attachment </attachment> <contact_name> lin liang </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	e2e test results attachment shared by yaojun yang	file_search	files	<file_keyword> e2e test results </file_keyword> <attachment> attachment </attachment> shared by <contact_name> yaojun yang </contact_name>
0	deviously monodomous from november to december last year with attachment	file_search	files	<file_keyword> deviously monodomous </file_keyword> from <start_date> november </start_date> to <end_date> december </end_date> <start_date> last year </start_date> with <attachment> attachment </attachment>
0	sent to hossain with ppt attachments	file_search	files	sent to <to_contact_name> hossain </to_contact_name> with <file_type> ppt </file_type> <attachment> attachments </attachment>
0	thermocline jotation with attachment	file_search	files	<file_keyword> thermocline jotation </file_keyword> with <attachment> attachment </attachment>
0	from wen kiong swee with voice metrics attachments	file_search	files	from <contact_name> wen kiong swee </contact_name> with <file_keyword> voice metrics </file_keyword> <attachment> attachments </attachment>
0	attachment grapewort lunch from ramya vastrad	file_search	files	<attachment> attachment </attachment> <file_keyword> grapewort lunch </file_keyword> from <contact_name> ramya vastrad </contact_name>
0	mayank taneja attachments purfle	file_search	files	<contact_name> mayank taneja </contact_name> <attachment> attachments </attachment> <file_keyword> purfle </file_keyword>
0	i want to see vermeersch attachments with docx	file_search	files	i want to see <contact_name> vermeersch </contact_name> <attachment> attachments </attachment> with <file_type> docx </file_type>
0	to joe herzog with attachment	file_search	files	to <to_contact_name> joe herzog </to_contact_name> with <attachment> attachment </attachment>
0	from mihailescu onenote attachments	file_search	files	from <contact_name> mihailescu </contact_name> <file_type> onenote </file_type> <attachment> attachments </attachment>
0	from kristen defazio about employee supplier contact with attachment last week	file_search	files	from <contact_name> kristen defazio </contact_name> about <file_keyword> employee supplier contact </file_keyword> with <attachment> attachment </attachment> <start_date> last week </start_date>
0	messages with attachments	file_search	files	messages with <attachment> attachments </attachment>
0	what is recent attachment that mil sent me	file_search	files	what is <file_recency> recent </file_recency> <attachment> attachment </attachment> that <contact_name> mil </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	from radoslav with attachments from 9/1 to 9/31	file_search	files	from <contact_name> radoslav </contact_name> with <attachment> attachments </attachment> from <start_date> 9/1 </start_date> to <end_date> 9/31 </end_date>
0	what is last attachment that mirko cavallini sent anwesha choudhury	file_search	files	what is <order_ref> last </order_ref> <attachment> attachment </attachment> that <contact_name> mirko cavallini </contact_name> sent <to_contact_name> anwesha choudhury </to_contact_name>
0	show me most latest attachments sent by joel williams	file_search	files	show me most <order_ref> latest </order_ref> <attachment> attachments </attachment> sent by <contact_name> joel williams </contact_name>
0	message from dave coles about compole cogitabund with attachment	file_search	files	message from <contact_name> dave coles </contact_name> about <file_keyword> compole cogitabund </file_keyword> with <attachment> attachment </attachment>
0	show attachments march 1 to 15	file_search	files	show <attachment> attachments </attachment> <start_date> march 1 </start_date> to <end_date> 15 </end_date>
0	message about noneuphonious slakeless phelonion including attachment	file_search	files	message about <file_keyword> noneuphonious slakeless phelonion </file_keyword> including <attachment> attachment </attachment>
0	attachments from boss goldstine	file_search	files	<attachment> attachments </attachment> from <relationship_name_from> boss </relationship_name_from> <contact_name> goldstine </contact_name>
0	search for message from guyard to nin with garb nucivorous unwish memorabilia attachment	file_search	files	search for message from <contact_name> guyard </contact_name> to <to_contact_name> nin </to_contact_name> with <file_keyword> garb nucivorous unwish memorabilia </file_keyword> <attachment> attachment </attachment>
0	furthest puky hoggish attachments from october to november	file_search	files	<file_keyword> furthest puky hoggish </file_keyword> <attachment> attachments </attachment> from <start_date> october </start_date> to <end_date> november </end_date>
0	adi final attachments	file_search	files	<file_keyword> adi final </file_keyword> <attachment> attachments </attachment>
0	find powerpoint ice weekly attachment sent to rick davila	file_search	files	find <file_type> powerpoint </file_type> <file_keyword> ice weekly </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> rick davila </to_contact_name>
0	find brooding deck attachments from shaheen	file_search	files	find <file_keyword> brooding </file_keyword> <file_type> deck </file_type> <attachment> attachments </attachment> from <contact_name> shaheen </contact_name>
0	message attachments from irizarry	file_search	files	message <attachment> attachments </attachment> from <contact_name> irizarry </contact_name>
0	from maturi with attachment	file_search	files	from <contact_name> maturi </contact_name> <attachment> with attachment </attachment>
0	what is latest attachment vinod shetty sent me	file_search	files	what is <order_ref> latest </order_ref> <attachment> attachment </attachment> <contact_name> vinod shetty </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	to anuradha tripathi slide attachment	file_search	files	to <to_contact_name> anuradha tripathi </to_contact_name> <file_type> slide </file_type> <attachment> attachment </attachment>
0	to yaroslav odnorogov with attachment	file_search	files	to <to_contact_name> yaroslav odnorogov </to_contact_name> with <attachment> attachment </attachment>
0	attachment from may 20 to june 28 about graving Vetiveria vaivode	file_search	files	<attachment> attachment </attachment> from <start_date> may 20 </start_date> to <end_date> june 28 </end_date> about <file_keyword> graving Vetiveria vaivode </file_keyword>
0	contain attachment	file_search	files	contain <attachment> attachment </attachment>
0	show me attachments with hui ma	file_search	files	show me <attachment> attachments </attachment> with <contact_name> hui ma </contact_name>
0	attachments from boss santhosh rangaraj	file_search	files	<attachment> attachments </attachment> from <relationship_name_from> boss </relationship_name_from> <contact_name> santhosh rangaraj </contact_name>
0	industry attachments from september to october	file_search	files	<file_keyword> industry </file_keyword> <attachment> attachments </attachment> from <start_date> september </start_date> to <end_date> october </end_date>
0	what is recently attachment that harish jagadish sent me	file_search	files	what is <file_recency> recently </file_recency> <attachment> attachment </attachment> that <contact_name> harish jagadish </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	what is recently attachment that shubham tomar sent me	file_search	files	what is <file_recency> recently </file_recency> <attachment> attachment </attachment> that <contact_name> shubham tomar </contact_name> sent <relationship_name_to> me </relationship_name_to>
0	from mahesh vyas attachments	file_search	files	from <contact_name> mahesh vyas </contact_name> <attachment> attachments </attachment>
0	reply to guillermo brenes gonzalez regarding mattock triarctic	file_search	files	<email_state> reply </email_state> to <to_contact_name> guillermo brenes gonzalez </to_contact_name> regarding <file_keyword> mattock triarctic </file_keyword>
0	attachment from rittwika rudra membral bottomlessness saugh	file_search	files	<attachment> attachment </attachment> from <contact_name> rittwika rudra </contact_name> <file_keyword> membral bottomlessness saugh </file_keyword>
0	reply to thammadi vinay kumar regarding bfa 72b 88626923d	file_search	files	<email_state> reply </email_state> to <to_contact_name> thammadi vinay kumar </to_contact_name> regarding <file_keyword> bfa 72b 88626923d </file_keyword>
0	from ramaraju vankam with unchaperoned Tartarism attachment	file_search	files	from <contact_name> ramaraju vankam </contact_name> with <file_keyword> unchaperoned Tartarism </file_keyword> <attachment> attachment </attachment>
0	my notifiable handgravure rectangulometer attachment	file_search	files	my <file_keyword> notifiable handgravure rectangulometer </file_keyword> <attachment> attachment </attachment>
0	whats recently attachment that lindsay dawson sent balaji balasubramanyan	file_search	files	whats <file_recency> recently </file_recency> <attachment> attachment </attachment> that <contact_name> lindsay dawson </contact_name> sent <to_contact_name> balaji balasubramanyan </to_contact_name>
0	messages from sergio campos with ppts attachments	file_search	files	messages from <contact_name> sergio campos </contact_name> with <file_type> ppts </file_type> <attachment> attachments </attachment>
0	mineragraphic genitor nonhallucination from november to december last year with attachment	file_search	files	<file_keyword> mineragraphic genitor nonhallucination </file_keyword> from <start_date> november </start_date> to <end_date> december </end_date> <start_date> last year </start_date> with <attachment> attachment </attachment>
0	message from vamsee inala about 与 管 with attachment	file_search	files	message from <contact_name> vamsee inala </contact_name> about <file_keyword> 与 管 </file_keyword> with <attachment> attachment </attachment>
0	spreadsheets attachments from maryam tavakkolian	file_search	files	<file_type> spreadsheets </file_type> <attachment> attachments </attachment> from <contact_name> maryam tavakkolian </contact_name>
0	last attachment from jeeva	file_search	files	<order_ref> last </order_ref> <attachment> attachment </attachment> from <contact_name> jeeva </contact_name>
0	attachment from benny john preconsolidated	file_search	files	<attachment> attachment </attachment> from <contact_name> benny john </contact_name> <file_keyword> preconsolidated </file_keyword>
0	csv sent attachments	file_search	files	<file_type> csv </file_type> sent <attachment> attachments </attachment>
0	attachments planner phone	file_search	files	<attachment> attachments </attachment> <file_keyword> planner phone </file_keyword>
0	attachment for Moslemite	file_search	files	<attachment> attachment </attachment> for <file_keyword> Moslemite </file_keyword>
0	message from lyra loxha contains attachment	file_search	files	message from <contact_name> lyra loxha </contact_name> contains <attachment> attachment </attachment>
0	attachment from eduardo carazo on unwiped	file_search	files	<attachment> attachment </attachment> from <contact_name> eduardo carazo </contact_name> on <file_keyword> unwiped </file_keyword>
0	messages from rosa izaguirre with onenote attachments	file_search	files	messages from <contact_name> rosa izaguirre </contact_name> with <file_type> onenote </file_type> <attachment> attachments </attachment>
0	from krishna kant gupta with slighty Rembrandt attachments	file_search	files	from <contact_name> krishna kant gupta </contact_name> with <file_keyword> slighty Rembrandt </file_keyword> <attachment> attachments </attachment>
0	attachments triage30783	file_search	files	<attachment> attachments </attachment> <file_keyword> triage30783 </file_keyword>
0	goniometric pyroelectricity heavyhearted precoincident tsv attachment	file_search	files	<file_keyword> goniometric pyroelectricity heavyhearted precoincident </file_keyword> <file_type> tsv </file_type> <attachment> attachment </attachment>
0	find dietetist pacifier mandarin valetudinary excels attachments from buge	file_search	files	find <file_keyword> dietetist pacifier mandarin valetudinary </file_keyword> <file_type> excels </file_type> <attachment> attachments </attachment> from <contact_name> buge </contact_name>
0	message from april 5th with sacropictorial attachment	file_search	files	message from <start_date> april 5th </start_date> with <file_keyword> sacropictorial </file_keyword> <attachment> attachment </attachment>
0	find o365 linkedin ppt attachments from oleksandr prokopiev	file_search	files	find <file_keyword> o365 linkedin </file_keyword> <file_type> ppt </file_type> <attachment> attachments </attachment> from <contact_name> oleksandr prokopiev </contact_name>
0	from hung ho attachment doc	file_search	files	from <contact_name> hung ho </contact_name> <attachment> attachment </attachment> <file_type> doc </file_type>
0	find crux slides attachments from philippe	file_search	files	find <file_keyword> crux </file_keyword> <file_type> slides </file_type> <attachment> attachments </attachment> from <contact_name> philippe </contact_name>
0	bulbocapnine epiklesis attachment	file_search	files	<file_keyword> bulbocapnine epiklesis </file_keyword> <attachment> attachment </attachment>
0	attachments i sent to kenny liu	file_search	files	<attachment> attachments </attachment> i sent to <to_contact_name> kenny liu </to_contact_name>
0	cyathus reinvigorate attachment sent from bano	file_search	files	<file_keyword> cyathus reinvigorate </file_keyword> <attachment> attachment </attachment> sent from <contact_name> bano </contact_name>
0	from marvel shoen about disminister clownishly indicial with attachment	file_search	files	from <contact_name> marvel shoen </contact_name> about <file_keyword> disminister clownishly indicial </file_keyword> with <attachment> attachment </attachment>
0	from sonja dobias to matt seybold with attachment	file_search	files	from <contact_name> sonja dobias </contact_name> to <to_contact_name> matt seybold </to_contact_name> with <attachment> attachment </attachment>
0	find power point internal Monotremata attachment sent to rakesh kumar sharma	file_search	files	find <file_type> power point </file_type> <file_keyword> internal Monotremata </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> rakesh kumar sharma </to_contact_name>
0	to hugo santana londono attachment counterreligion	file_search	files	to <to_contact_name> hugo santana londono </to_contact_name> <attachment> attachment </attachment> <file_keyword> counterreligion </file_keyword>
0	attachment from xue li onenote	file_search	files	<attachment> attachment </attachment> from <contact_name> xue li </contact_name> <file_type> onenote </file_type>
0	latest attachments	file_search	files	<order_ref> latest </order_ref> <attachment> attachments </attachment>
0	search for message from dostalek to venkata arigela with Piper organity dyssynergia attrist attachment	file_search	files	search for message from <contact_name> dostalek </contact_name> to <to_contact_name> venkata arigela </to_contact_name> with <file_keyword> Piper organity dyssynergia attrist </file_keyword> <attachment> attachment </attachment>
0	attachment notifications from joseph kidd	file_search	files	<attachment> attachment </attachment> <file_keyword> notifications </file_keyword> from <contact_name> joseph kidd </contact_name>
0	attachment from shijun chen last week merrymaking societism	file_search	files	<attachment> attachment </attachment> from <contact_name> shijun chen </contact_name> <start_date> last week </start_date> <file_keyword> merrymaking societism </file_keyword>
0	message from claude deville-cavellin with msai47794 research task attachment	file_search	files	message from <contact_name> claude deville-cavellin </contact_name> with <file_keyword> msai47794 research task </file_keyword> <attachment> attachment </attachment>
0	maskelynite cramp attachment sent from felix jang	file_search	files	<file_keyword> maskelynite cramp </file_keyword> <attachment> attachment </attachment> sent from <contact_name> felix jang </contact_name>
0	mpt sent attachments	file_search	files	<file_type> mpt </file_type> sent <attachment> attachments </attachment>
0	file from mcalear with an attachment	file_search	files	 file  from <contact_name> mcalear </contact_name> with an <attachment> attachment </attachment>
0	find attachment from molly dalton xlsx	file_search	files	find <attachment> attachment </attachment> from <contact_name> molly dalton </contact_name> <file_type> xlsx </file_type>
0	received from yessenia vasquez including attachment	file_search	files	received from <contact_name> yessenia vasquez </contact_name> including <attachment> attachment </attachment>
0	onenotes attachment to vika teunissen	file_search	files	<file_type> onenotes </file_type> <attachment> attachment </attachment> to <to_contact_name> vika teunissen </to_contact_name>
0	from ken circeo about visualizing model with attachment last week	file_search	files	from <contact_name> ken circeo </contact_name> about <file_keyword> visualizing model </file_keyword> with <attachment> attachment </attachment> <start_date> last week </start_date>
0	from amutha somasekar to shekhar kamble with attachment	file_search	files	from <contact_name> amutha somasekar </contact_name> to <to_contact_name> shekhar kamble </to_contact_name> with <attachment> attachment </attachment>
0	to singson attachment build 2020	file_search	files	to <to_contact_name> singson </to_contact_name> <attachment> attachment </attachment> <file_keyword> build 2020 </file_keyword>
0	find ppts mustermaster prerailway rudderpost leighton attachment sent to sujit	file_search	files	find <file_type> ppts </file_type> <file_keyword> mustermaster prerailway rudderpost leighton </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> sujit </to_contact_name>
0	toshiaki izawa sales figures 5 excels attachment	file_search	files	<contact_name> toshiaki izawa </contact_name> <file_keyword> sales figures 5 </file_keyword> <file_type> excels </file_type> <attachment> attachment </attachment>
0	to alcorn vsdm attachments	file_search	files	to <to_contact_name> alcorn </to_contact_name> <file_type> vsdm </file_type> <attachment> attachments </attachment>
0	toughness nexal apelet from sameera lanka with attachment from january 1 to january 5	file_search	files	<file_keyword> toughness nexal apelet </file_keyword> from <contact_name> sameera lanka </contact_name> with <attachment> attachment </attachment> from <start_date> january 1 </start_date> to <end_date> january 5 </end_date>
0	find cryptocrystallization parabasic decode Doc attachments from phadke	file_search	files	find <file_keyword> cryptocrystallization parabasic decode </file_keyword> <file_type> Doc </file_type> <attachment> attachments </attachment> from <contact_name> phadke </contact_name>
0	message from b harsha kashyap with demma attachment	file_search	files	message from <contact_name> b harsha kashyap </contact_name> with <file_keyword> demma </file_keyword> <attachment> attachment </attachment>
0	with attachment from leanora sears	file_search	files	with <attachment> attachment </attachment> from <contact_name> leanora sears </contact_name>
0	show me 2610f58e 9856 attachments with power point	file_search	files	show me <file_keyword> 2610f58e 9856 </file_keyword> <attachment> attachments </attachment> with <file_type> power point </file_type>
0	sending some attachment to navon	file_search	files	sending some <attachment> attachment </attachment> to <to_contact_name> navon </to_contact_name>
0	i want to see nandan attachments with slides	file_search	files	i want to see <contact_name> nandan </contact_name> <attachment> attachments </attachment> with <file_type> slides </file_type>
0	show me attachment vsd with anthony marraffa	file_search	files	show me <attachment> attachment </attachment> <file_type> vsd </file_type> with <contact_name> anthony marraffa </contact_name>
0	show me attachment notes with srinivas koora	file_search	files	show me <attachment> attachment </attachment> <file_type> notes </file_type> with <contact_name> srinivas koora </contact_name>
0	katabothron roughscuff prolatively attachment to nallasamy	file_search	files	<file_keyword> katabothron roughscuff prolatively </file_keyword> <attachment> attachment </attachment> to <to_contact_name> nallasamy </to_contact_name>
0	from svetoslav with attachment about queue for objective tracking	file_search	files	from <contact_name> svetoslav </contact_name> with <attachment> attachment </attachment> about <file_keyword> queue for objective tracking </file_keyword>
0	from rounak kar about preterition with attachment in may	file_search	files	from <contact_name> rounak kar </contact_name> about <file_keyword> preterition </file_keyword> with <attachment> attachment </attachment> in <start_date> may </start_date>
0	find excel knobble thamnium attachment sent to charlie lapp	file_search	files	find <file_type> excel </file_type> <file_keyword> knobble thamnium </file_keyword> <attachment> attachment </attachment> sent to <to_contact_name> charlie lapp </to_contact_name>
0	show me attachment vssx with ivan chavez del castillo	file_search	files	show me <attachment> attachment </attachment> <file_type> vssx </file_type> with <contact_name> ivan chavez del castillo </contact_name>
0	sending some attachment to prabhu jayaraman	file_search	files	sending some <attachment> attachment </attachment> to <to_contact_name> prabhu jayaraman </to_contact_name>
0	dejan todorovic has attachment	file_search	files	<contact_name> dejan todorovic </contact_name> has <attachment> attachment </attachment>
0	winter yu with attachment	file_search	files	<contact_name> winter yu </contact_name> with <attachment> attachment </attachment>
0	kam fung sze forwarded attachment to dave chin	file_search	files	<contact_name> kam fung sze </contact_name> <email_state> forwarded </email_state> <attachment> attachment </attachment> to <to_contact_name> dave chin </to_contact_name>
0	from reva with attachment last march	file_search	files	from <contact_name> reva </contact_name> with <attachment> attachment </attachment> <start_date> last march </start_date>
0	girdhar beriwal forwarded attachment to maria perdomo rolon	file_search	files	<contact_name> girdhar beriwal </contact_name> <email_state> forwarded </email_state> <attachment> attachment </attachment> to <to_contact_name> maria perdomo rolon </to_contact_name>
0	5bc 9 9e attachment from august 2017	file_search	files	<file_keyword> 5bc 9 9e </file_keyword> <attachment> attachment </attachment> from <start_date> august 2017 </start_date>
0	to anusha paruchuri with attachment doc	file_search	files	to <to_contact_name> anusha paruchuri </to_contact_name> with <attachment> attachment </attachment> <file_type> doc </file_type>
0	attachments i sent to passaree pasarj robarts	file_search	files	<attachment> attachments </attachment> i sent to <to_contact_name> passaree pasarj robarts </to_contact_name>
0	show me last notes attachments	file_search	files	show me <order_ref> last </order_ref> <file_type> notes </file_type> <attachment> attachments </attachment>
0	png was included on attachment	file_search	files	<file_type> png </file_type> was included on <attachment> attachment </attachment>
0	unclimbable irrationalism attachment to yasar siddiqui	file_search	files	<file_keyword> unclimbable irrationalism </file_keyword> <attachment> attachment </attachment> to <to_contact_name> yasar siddiqui </to_contact_name>
0	omc doc attachment from august 2018	file_search	files	<file_keyword> omc doc </file_keyword> <attachment> attachment </attachment> from <start_date> august 2018 </start_date>
0	browband attachment receipt	file_search	files	<file_keyword> browband </file_keyword> <attachment> attachment </attachment> receipt
0	reply to shruti churi regarding inveracity	file_search	files	<email_state> reply </email_state> to <to_contact_name> shruti churi </to_contact_name> regarding <file_keyword> inveracity </file_keyword>
0	attachment from mom 9f	file_search	files	<attachment> attachment </attachment> from <relationship_name_from> mom </relationship_name_from> <file_keyword> 9f </file_keyword>
0	messages from rycl last week with attachments	file_search	files	messages from <contact_name> rycl </contact_name> <start_date> last week </start_date> with <attachment> attachments </attachment>
0	valentina vacarez sent to valentina vacarez w valentina vacarez th attachment	file_search	files	<contact_name> pulliam </contact_name> veera murugesan </contact_name> valentina vacarez </contact_name> sent to <contact_name> pulliam </contact_name> veera murugesan </contact_name> valentina vacarez </contact_name> with <attachment> attachment </attachment>
0	sedgrick brown forwarded attachment to girish konda	file_search	files	<contact_name> sedgrick brown </contact_name> <email_state> forwarded </email_state> <attachment> attachment </attachment> to <to_contact_name> girish konda </to_contact_name>
0	tim brunelle with vssm attachment	file_search	files	<contact_name> tim brunelle </contact_name> with <file_type> vssm </file_type> <attachment> attachment </attachment>
0	find all attachments	file_search	files	find all <attachment> attachments </attachment>
0	find review office sign PDF attachments from furlong	file_search	files	find <file_keyword> review office sign </file_keyword> <file_type> PDF </file_type> <attachment> attachments </attachment> from <contact_name> furlong </contact_name>
0	brian kassay with attachment	file_search	files	<contact_name> brian kassay </contact_name> with <attachment> attachment </attachment>
0	excarnation with attachments from march to april	file_search	files	<file_keyword> excarnation </file_keyword> with <attachment> attachments </attachment> from <start_date> march </start_date> to <end_date> april </end_date>
0	what is recently attachment tannaz sattari tabrizi sent clay wesener	file_search	files	what is <file_recency> recently </file_recency> <attachment> attachment </attachment> <contact_name> tannaz sattari tabrizi </contact_name> sent <to_contact_name> clay wesener </to_contact_name>
0	o365 services about o365 services with attachments	file_search	files	<file_keyword> 22 outlook mobile </file_keyword> o365 services </file_keyword> about <file_keyword> 22 outlook mobile </file_keyword> o365 services </file_keyword> with <attachment> attachments </attachment>
0	xls sent attachments	file_search	files	<file_type> xls </file_type> sent <attachment> attachments </attachment>
0	radostina pancheva sent me some attachment	file_search	files	<contact_name> radostina pancheva </contact_name> sent me some <attachment> attachment </attachment>
0	from mogomotsi dinake with fy2054545 shiproom nov12 attachments	file_search	files	from <contact_name> mogomotsi dinake </contact_name> with <file_keyword> fy2054545 shiproom nov12 </file_keyword> <attachment> attachments </attachment>
0	attachment to jane chen	file_search	files	<attachment> attachment </attachment> to <to_contact_name> jane chen </to_contact_name>
0	vsd attachment from dad	file_search	files	<file_type> vsd </file_type> <attachment> attachment </attachment> from <relationship_name_from> dad </relationship_name_from>
0	attachment for karbi grammatical isophthalyl bismutoplagionite	file_search	files	<attachment> attachment </attachment> for <file_keyword> karbi grammatical isophthalyl bismutoplagionite </file_keyword>
0	unbelieve intercepting cerebellifugal whitehearted attachment receipt	file_search	files	<file_keyword> unbelieve intercepting cerebellifugal whitehearted </file_keyword> <attachment> attachment </attachment> receipt
0	shatter from iulia-gratiela nicu with attachment	file_search	files	<file_keyword> shatter </file_keyword> from <contact_name> iulia-gratiela nicu </contact_name> with <attachment> attachment </attachment>
0	message attachments from ruma paul	file_search	files	message <attachment> attachments </attachment> from <contact_name> ruma paul </contact_name>
0	sbs segments about sbs segments with attachments	file_search	files	<file_keyword> autunite myectopy hillbilly nonprofession </file_keyword> sbs segments </file_keyword> about <file_keyword> autunite myectopy hillbilly nonprofession </file_keyword> sbs segments </file_keyword> with <attachment> attachments </attachment>
0	to shawn hakl with attachments	file_search	files	to <to_contact_name> shawn hakl </to_contact_name> with <attachment> attachments </attachment>
0	from huy hang all attachments	file_search	files	from <contact_name> huy hang </contact_name> all <attachment> attachments </attachment>
0	dave rusko with vst attachment	file_search	files	<contact_name> dave rusko </contact_name> with <file_type> vst </file_type> <attachment> attachment </attachment>
0	onenotes hasattachmentstrue	file_search	files	<file_type> onenotes </file_type> hasattachmentstrue
0	search for message from venkat yakkala to boeing with contiguity attachment	file_search	files	search for message from <contact_name> venkat yakkala </contact_name> to <to_contact_name> boeing </to_contact_name> with <file_keyword> contiguity </file_keyword> <attachment> attachment </attachment>
0	message from april 5th with submissionist attachment	file_search	files	message from <start_date> april 5th </start_date> with <file_keyword> submissionist </file_keyword> <attachment> attachment </attachment>
0	fabien boireau s attachments	file_search	files	<contact_name> fabien boireau </contact_name> s <attachment> attachments </attachment>
0	bahat sent to bahat w bahat th attachment	file_search	files	<contact_name> bryan mcdowell </contact_name> campbell dixon </contact_name> bahat </contact_name> sent to <contact_name> bryan mcdowell </contact_name> campbell dixon </contact_name> bahat </contact_name> with <attachment> attachment </attachment>
0	antonio lima sent me an attachment regarding cest Tammany midstyled disconnectiveness	file_search	files	<contact_name> antonio lima </contact_name> sent <relationship_name_to> me </relationship_name_to> an <attachment> attachment </attachment> regarding <file_keyword> cest Tammany midstyled disconnectiveness </file_keyword>
0	from clint snedeker to jay hagar with attachment	file_search	files	from <contact_name> clint snedeker </contact_name> to <to_contact_name> jay hagar </to_contact_name> with <attachment> attachment </attachment>
0	sejoined monetite attachments	file_search	files	<file_keyword> sejoined monetite </file_keyword> <attachment> attachments </attachment>
0	dam excels attachments	file_search	files	<contact_name> dam </contact_name> <file_type> excels </file_type> <attachment> attachments </attachment>
