TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		Good.	file_other						
0		Kentucky Derby	file_other						
0		Ha	file_other						
0		WISN	file_other						
0		New York Post official site	file_other						
0		facebook log in	file_other						
0		Where's my desktop?	file_other						
0		What time is it?	file_other						
0		Song is this	file_other						
0		hello world	file_other						
0		Hey Siri	file_other						
0		who built the White House?	file_other						
0		Turn idiot	file_other						
0		go section 8.com	file_other						
0		Running.	file_other						
0		Stop.	file_other						
0		Thanks a lot.	file_other						
0		What time is it?	file_other						
0		Keyboard lights.	file_other						
0		What's your birthday?	file_other						
0		Sam Elliott.	file_other						
0		What time is it?	file_other						
0		facebook log in	file_other						
0		Gmail	file_other						
0		Stop.	file_other						
0		aol mail login	file_other						
0		Glass one hitter	file_other						
0		Annie and Haley	file_other						
0		What should I cook for dinner tonight	file_other						
0		Open drive E.	file_other						
0		Tell me a Super Bowl fact.	file_other						
0		I can learn to understand you much better if I can get familiar with the way you talk I need your permission to hell	file_other						
0		Shut down the old server CPS.	file_other						
0		Open	file_other						
0		What time is it?	file_other						
0		Bye bye.	file_other						
0		what are you doing today?	file_other						
0		Open Adobe.	file_other						
0		What time is it?	file_other						
0		Going short anfile_other good practical move I think instead of continuing to be there.	file_other						
0		What time is it?	file_other						
0		Hello Cortana	file_other						
0		It's not that Mister it's just that the cyclops is pretty cramped and can only hold one smaller vehicle	file_other						
0		Killing people not talking about file_other file_other kinds of these 1 community talking about rapist from the beginning of the campaign not talking about MS13	file_other						
0		Thanks for not activating when I don't want you to	file_other						
0		What can you do	file_other						
0		Hello	file_other						
0		Stop.	file_other						
0		say something funny	file_other						
0		facebook login page	file_other						
0		Stop.	file_other						
0		tell me a joke	file_other						
0		say something funny	file_other						
0		Stop.	file_other						
0		What time is it?	file_other						
0		roadrunner.com log in	file_other						
0		Toddler games.	file_other						
0		Play massimo's bodek.	file_other						
0		Stop.	file_other						
0		Temple run 2	file_other						
0		Google phone.	file_other						
0		What time is it?	file_other						
0		Stop.	file_other						
0		What time is it in London	file_other						
0		CenturyLink email	file_other						
0		aol mail	file_other						
0		facebook log in	file_other						
0		I'm not a 2011 Ford Escape rear engine hinges for window	file_other						
0		ebay official site	file_other						
0		MSN free on line games	file_other						
0		Call you up.	file_other						
0		You can turn off.	file_other						
0		aol mail login	file_other						
0		Yahoo.com	file_other						
0		Where did all the hot men go	file_other						
0		showtimes for movies at Regal Meridian 16	file_other						
0		Front end parts for Mercedes-Benz E 500 and 2003 prices	file_other						
0		Stop.	file_other						
0		Scores please	file_other						
0		Where is Santorini?	file_other						
0		turn off	file_other						
0		Express Scripts official	file_other						
0		Yeah man.	file_other						
0		Stop.	file_other						
0		Grandma house hanging up Halloween.	file_other						
0		facebook log in	file_other						
0		facebook log in	file_other						
0		How many gobble with a pistol?	file_other						
0		Stop.	file_other						
0		Shut the f*** **.	file_other						
0		What is the score right now	file_other						
0		When's mfile_others day?	file_other						
0		YouTube	file_other						
0		Similar	file_other						
0		Do you know that my dogs name is Beckett?	file_other						
0		Craigslist	file_other						
0		Goodbye	file_other						
0		How old are you	file_other						
0		Snooze.	file_other						
0		clever	file_other						
0		Hey Cortana.	file_other						
0		YouTube	file_other						
0		Update my computer	file_other						
0		Google Play store	file_other						
0		Stop.	file_other						
0		aol mail	file_other						
0		Syracuse.com	file_other						
0		SANA.	file_other						
0		Hi!	file_other						
0		I'm here	file_other						
0		aol mail login	file_other						
0		Mix Craigslist Orange County	file_other						
0		Hi.	file_other						
0		show me top headlines	file_other						
0		TDS.net.	file_other						
0		Worby Parker eyeglasses	file_other						
0		Universal	file_other						
0		gmail login	file_other						
0		Turn my bracelet are you	file_other						
0		Show me some dogs	file_other						
0		YouTube	file_other						
0		seattle sounders	file_other						
0		Sucks.	file_other						
0		Eat my booty	file_other						
0		Find little Creek casino	file_other						
0		bus ops	file_other						
0		Convert 2000 MM to inches	file_other						
0		Play KODJ.	file_other						
0		What do you think?	file_other						
0		tunein.	file_other						
0		Novius kochia	file_other						
0		A girl.	file_other						
0		How many tablespoons teaspoons in a tablespoon?	file_other						
0		Youshoot Andre French	file_other						
0		Yes I did.	file_other						
0		Pictures for 6:15.	file_other						
0		Stop don't you on that.	file_other						
0		Stop.	file_other						
0		Stop.	file_other						
0		What is the difference between?	file_other						
0		Go to car X control	file_other						
0		Dollar bank.	file_other						
0		Corrugated 10	file_other						
0		Tell me a joke.	file_other						
0		Is it worth Texas for me?	file_other						
0		fortnight battle royale	file_other						
0		How are you	file_other						
0		Find me Facebook.	file_other						
0		Heppen and looked at him.	file_other						
0		Rosanna nailer	file_other						
0		Picket fence	file_other						
0		Stop.	file_other						
0		windows 10 driver updates	file_other						
0		120 pounds in euros	file_other						
0		Shut up.	file_other						
0		clever	file_other						
0		What time is it	file_other						
0		2013 Honda Civic	file_other						
0		Yay	file_other						
0		Snooze.	file_other						
0		Suck.	file_other						
0		How's Master Chief?	file_other						
0		Search for Alton testek week	file_other						
0		Where do crows sleep at night?	file_other						
0		show hotkeys	file_other						
0		Next.	file_other						
0		Testing	file_other						
0		What is today's date?	file_other						
0		Download kodi	file_other						
0		Dow Jones live	file_other						
0		Stop.	file_other						
0		Test test test test.	file_other						
0		picture of garage	file_other						
0		Cannondale habit bicycle	file_other						
0		evil	file_other						
0		comcast.net email	file_other						
0		Just a minute no.	file_other						
0		People	file_other						
0		What is 45 * 2?	file_other						
0		Stop.	file_other						
0		What time is it?	file_other						
0		Stop.	file_other						
0		Stop.	file_other						
0		Where can I find Tennessee Titans Jersey at Nashville International Airport	file_other						
0		say something funny	file_other						
0		Talk about.	file_other						
0		Sanic theme song sanity	file_other						
0		Cortana can you please search up a prodigy on the Microsoft Store	file_other						
0		Working memory workbooks	file_other						
0		Little Wayne.	file_other						
0		What time is it?	file_other						
0		Stop.	file_other						
0		Who?	file_other						
0		What time is it?	file_other						
0		Western hotel menu	file_other						
0		Where is the volume?	file_other						
0		Stop.	file_other						
0		What's the time?	file_other						
0		What time is it?	file_other						
0		I'm already in connection with	file_other						
0		Ask.	file_other						
0		Oh	file_other						
0		when does winter end?	file_other						
0		Social squad	file_other						
0		Do you have money for food?	file_other						
0		Shut up.	file_other						
0		hello	file_other						
0		OK cupid	file_other						
0		yahoo mail login	file_other						
0		People passing in language.	file_other						
0		When does winter end	file_other						
0		Oh stop it.	file_other						
0		aol mail login	file_other						
0		Seattle Times	file_other						
0		To my PC	file_other						
0		When is Easter in 2019?	file_other						
0		Sure.	file_other						
0		What time is it?	file_other						
0		ebay motors	file_other						
0		Play movie game	file_other						
0		when does winter end?	file_other						
0		I see a little silhouetto of a man	file_other						
0		For checks unlimited	file_other						
0		In the.	file_other						
0		Circa doses with is it	file_other						
0		YouTube	file_other						
0		Open dragon naturally speaking	file_other						
0		read	file_other						
0		California lottery official site California	file_other						
0		Copper.net	file_other						
0		when will my package arrive?	file_other						
0		Next.	file_other						
0		showtimes for movies at Regal Meridian 16	file_other						
0		Expired Robin coupons	file_other						
0		msn homepage	file_other						
0		In fact.	file_other						
0		50	file_other						
0		Tell me a joke.	file_other						
0		when does winter end?	file_other						
0		Outlook.com	file_other						
0		Who is sister	file_other						
0		Go to wish.com.	file_other						
0		Turn it off.	file_other						
0		Walmart.com	file_other						
0		msn homepage	file_other						
0		Efficient.	file_other						
0		Play lady Smith Arkansas.	file_other						
0		Has been giving you the Best Buy today at the mall are eating lunch is my her that she does not testify accurately but she still can be charged with perjury shut?	file_other						
0		What is your name	file_other						
0		Ask domino's to place my easy order.	file_other						
0		What time is it?	file_other						
0		google chrome	file_other						
0		Mama	file_other						
0		Bye	file_other						
0		facebook log in	file_other						
0		Tell me when it's 10 o'clock in Tokyo	file_other						
0		Off.	file_other						
0		google	file_other						
0		Cincinnati home page	file_other						
0		Stop.	file_other						
0		Would you rather games	file_other						
0		What is RBC	file_other						
0		What's in the news today?	file_other						
0		gmail login	file_other						
0		What's the smoke point for canola oil?	file_other						
0		spectrum	file_other						
0		Stop.	file_other						
0		Yahoo	file_other						
0		IQ test.	file_other						
0		paint.nt	file_other						
0		Aliexpress.com	file_other						
0		Transcript from the Russia investigation Greg Sargent the Washington post reported the Democratic senators Wilkinson.	file_other						
0		I did you at the newest Avenger.	file_other						
0		What time is sunset tomorrow?	file_other						
0		say something funny	file_other						
0		What time is it?	file_other						
0		Convert 10% dollars.	file_other						
0		OK second	file_other						
0		US.	file_other						
0		How old are you?	file_other						
0		Board game arena.	file_other						
0		Stop.	file_other						
0		say something funny	file_other						
0		Don't leave yet	file_other						
0		Track package	file_other						
0		What time is it?	file_other						
0		Ballier bumps on my side.	file_other						
0		Craigslist Craigslist	file_other						
0		Picking up a long time no more.	file_other						
0		Is Georgia crazy?	file_other						
0		Definition of COURTIERS.	file_other						
0		Network solutions webmail.	file_other						
0		Stop.	file_other						
0		Hi Cortana	file_other						
0		What does this?	file_other						
0		Where is b******* you got this weekend?	file_other						
0		Which 1031 + 70?	file_other						
0		Why should delete the photo that's not good?	file_other						
0		Illinois link card.	file_other						
0		Lyrics.	file_other						
0		How do you think you did during the creation of the longboards and why what did you do well what would you like to improve upon what would you do differently	file_other						
0		Operated by p**** is American	file_other						
0		Top of the morning my Facebook family	file_other						
0		facebook home page	file_other						
0		youtube videos	file_other						
0		14 / 2.	file_other						
0		hotmail sign in	file_other						
0		What's the news today?	file_other						
0		Thanks	file_other						
0		Good evening.	file_other						
0		Open Gmail	file_other						
0		Man in the world.	file_other						
0		bring up google.com	file_other						
0		Ready.	file_other						
0		7zip	file_other						
0		mapquest driving directions	file_other						
0		Snooze.	file_other						
0		YouTube	file_other						
0		Unsnap.	file_other						
0		Stop.	file_other						
0		Are my?	file_other						
0		Why does a 11 from stranger things hold a goes waffles	file_other						
0		tell me a joke	file_other						
0		Laptops	file_other						
0		Shut up	file_other						
0		Next.	file_other						
0		How are you?	file_other						
0		Continental management	file_other						
0		Www.file	file_other						
0		Shoerack.com	file_other						
0		hotmail inbox	file_other						
0		Microphone	file_other						
0		Best Jimi Hendrix drink.	file_other						
0		Offerup.com	file_other						
0		What happen hour?	file_other						
0		Stop talking.	file_other						
0		Stop.	file_other						
0		Do you know a Valentine's Day joke?	file_other						
0		Misua nude	file_other						
0		What time is it?	file_other						
0		delete app	file_other						
0		YouTube	file_other						
0		I miss you.	file_other						
0		How do you spell Aaron?	file_other						
0		Together.	file_other						
0		What are you doing?	file_other						
0		LANGUID	file_other						
0		Do I have Cortana on ya?	file_other						
0		gmail login	file_other						
0		Bankofamerica.com	file_other						
0		GeForce experience please	file_other						
0		How are you	file_other						
0		What day is it?	file_other						
0		What year?	file_other						
0		show hotkeys	file_other						
0		How many seasons of little house on the Prairie are there?	file_other						
0		Next.	file_other						
0		gmail login	file_other						
0		Kohls.com	file_other						
0		How do you adjust the governor speed limiter on a 2013 Ford	file_other						
0		Online banking	file_other						
0		amazon my account	file_other						
0		Car rental	file_other						
0		Stop.	file_other						
0		how re you	file_other						
0		We need to go like this time minutes ago.	file_other						
0		What is the seabourn on a BMW Motors	file_other						
0		Gmail	file_other						
0		OK if you don't do it it does go.	file_other						
0		Tell me something to eat	file_other						
0		Yahoo.com	file_other						
0		When is the next Warriors game?	file_other						
0		Stop.	file_other						
0		tell me a joke	file_other						
0		Mars.	file_other						
0		idk	file_other						
0		Stop.	file_other						
0		Open my Yahoo mail	file_other						
0		What is 5.63 * 2	file_other						
0		Catch the ghost.	file_other						
0		People app.	file_other						
0		tracking unfollowers on twitter	file_other						
0		Open recently information of Microsoft	file_other						
0		DID league schools	file_other						
0		Put on a talian graffiti graffiti.	file_other						
0		Cars and trucks on Craigslist in Alabama	file_other						
0		Find Norton for me	file_other						
0		What time is it?	file_other						
0		I'm bored	file_other						
0		Goodnight.	file_other						
0		What time is it?	file_other						
0		Stop.	file_other						
0		When was Abraham Lincoln born?	file_other						
0		Beg your son for July get your volume how poker table jazz.	file_other						
0		Stop.	file_other						
0		Go to cnnnews.com	file_other						
0		google docs	file_other						
0		Anything yet.	file_other						
0		What's the news?	file_other						
0		I'm doing my math.	file_other						
0		Beyblade burst evolution	file_other						
0		What file_other fractions are equivalent to 37?	file_other						
0		What is Esperanto	file_other						
0		Last time.	file_other						
0		Turn on the Xbox.	file_other						
0		Vaginas.	file_other						
0		Stop Google.	file_other						
0		Facebook login	file_other						
0		What is the time?	file_other						
0		say something funny	file_other						
0		what movies are playing tonight?	file_other						
0		aol mail login	file_other						
0		What is mercantilism	file_other						
0		Start battle net.	file_other						
0		Food	file_other						
0		Ask.	file_other						
0		I think we should be.	file_other						
0		What time is it?	file_other						
0		aol homepage	file_other						
0		Www.comresistaxes.com	file_other						
0		Who is Haram Woodward	file_other						
0		Would be too scared?	file_other						
0		What time is it?	file_other						
0		How do you spell suspicious?	file_other						
0		Define minutes.	file_other						
0		What is 4 * 13	file_other						
0		Hey Cortana.	file_other						
0		What's the difference between farin fair?	file_other						
0		Customer service time	file_other						
0		Hills bank and Trust Company.	file_other						
0		Cortana can you.	file_other						
0		Turn on master.	file_other						
0		Play football 5.1.	file_other						
0		Text services I have no problem with that extra services.	file_other						
0		Is mark with L&M construction in looking at the bath and body in Osage Beach for the carpentry and Chris were not familiar with you were with this job and see what kind of budget you had on	file_other						
0		Sing	file_other						
0		Stop.	file_other						
0		You	file_other						
0		Sell both are houses in build a new house together they were gonna get married.	file_other						
0		Diesel truck parts direct	file_other						
0		Google	file_other						
0		Open command your Cortana	file_other						
0		facebook log in	file_other						
0		Cortana I want to download GTA online how can I download	file_other						
0		share printers	file_other						
0		How many days in July?	file_other						
0		office 365 install	file_other						
0		F****** b**** 3500 pound	file_other						
0		Open Gmail	file_other						
0		Amazon fire stick	file_other						
0		Is it?	file_other						
0		Stop.	file_other						
0		When is the marinas game	file_other						
0		aol mail	file_other						
0		gmail login	file_other						
0		Shut up.	file_other						
0		Cup song	file_other						
0		PBS kids	file_other						
0		Stop.	file_other						
0		ebay official site	file_other						
0		Google Google Google	file_other						
0		aol news sports weather entertainment	file_other						
0		Stop.	file_other						
0		facebook log in	file_other						
0		Spell sensible	file_other						
0		How old is willem dafoe?	file_other						
0		What time is it?	file_other						
0		Who is she?	file_other						
0		In separate blocks.	file_other						
0		Stop.	file_other						
0		Where is the moon right now	file_other						
0		All music	file_other						
0		What extension do I need to download a file to put on my	file_other						
0		By bob and my husband	file_other						
0		Cookies watching sitcoms and why he could be just days away from freedom thanks for President Obama.	file_other						
0		Sing a song.	file_other						
0		What time is it?	file_other						
0		What time is it?	file_other						
0		The number of 27	file_other						
0		Give me animal fact.	file_other						
0		Is Dan lane?	file_other						
0		Who is Jesus Christ?	file_other						
0		Hello mam.	file_other						
0		OK I'm gonna get some sleep OK love you baby sorry baby.	file_other						
0		Stop.	file_other						
0		Stop.	file_other						
0		Tell me a fun fact.	file_other						
0		Update now.	file_other						
0		What is the time?	file_other						
0		Court	file_other						
0		Sacramento monster ready solution 30 in the jewelry box in recipe with his money in Patterson center plus.	file_other						
0		msn	file_other						
0		What time is it?	file_other						
0		Connect	file_other						
0		When does the womens Wimbledon tennis tournament begin today?	file_other						
0		Tell me a joke.	file_other						
0		Got	file_other						
0		Too much.	file_other						
0		Talking about.	file_other						
0		aol news sports weather entertainment	file_other						
0		zillow rentals	file_other						
0		Go to youtube.com	file_other						
0		Stop.	file_other						
0		Stop.	file_other						
0		Stop.	file_other						
0		Like	file_other						
0		Are you all going downtown?	file_other						
0		I am your father.	file_other						
0		tell me something interesting	file_other						
0		Who	file_other						
0		tell me something interesting	file_other						
0		youtube videos	file_other						
0		Why are you in the Internet not talking?	file_other						
0		My trip to grinding for 6 hours straight is an audio book	file_other						
0		Stop.	file_other						
0		What is useful for anything in the keyboard?	file_other						
0		Contractions this weekend	file_other						
0		yahoo mail login	file_other						
0		Cutwater boats for sale Oregon	file_other						
0		Preferences.	file_other						
0		Next.	file_other						
0		Next.	file_other						
0		Wake.	file_other						
0		Typing club at southwest	file_other						
0		earthlink.net webmail login	file_other						
0		youtube videos	file_other						
0		Stop.	file_other						
0		Bring a trailer	file_other						
0		Hello	file_other						
0		Pinterest	file_other						
0		Netgear genie	file_other						
0		Monkey.com	file_other						
0		What time is it?	file_other						
0		Automatically detect new thumb drive	file_other						
0		Sniping tool.	file_other						
0		How are you?	file_other						
0		Leopard slide out RV	file_other						
0		Counter-strike download	file_other						
0		What is today's date?	file_other						
0		Goodbye Nick junior sounds will miss you	file_other						
0		google	file_other						
0		aol mail	file_other						
0		On nothing at this time	file_other						
0		bank of america login	file_other						
0		Ask Martha rose.	file_other						
0		Google CD printer software	file_other						
0		Who is the president of America	file_other						
0		yahoo mail login	file_other						
0		Bring up Amazon	file_other						
0		Home Depot Marino Valley	file_other						
0		Ideas best we can for you OK is coming up coming up to the South after 9 southbound turn through the neighborhood.	file_other						
0		How do you say how old are you in French?	file_other						
0		facebook log in	file_other						
0		Stop.	file_other						
0		How do you say you?	file_other						
0		Show Jesus to the high priest	file_other						
0		My Dick.	file_other						
0		How many worldwide nuclear plants are there	file_other						
0		Creditkarma.com	file_other						
0		Open task scheduler	file_other						
0		aol mail	file_other						
0		4 o'clock is closer to 5.	file_other						
0		Who was born on March 29?	file_other						
0		how much does the quarter round nail gun cost at home depot ?	file_other						
0		What's 8 squared?	file_other						
0		I said so what's the square root of 32.	file_other						
0		Prosperity bank Texas.	file_other						
0		Tell me a joke.	file_other						
0		What's going on in the news today?	file_other						
0		Can you read?	file_other						
0		Search Kim player	file_other						
0		Snooze.	file_other						
0		Stop.	file_other						
0		gpu	file_other						
0		Who would be my grandpas brfile_other	file_other						
0		aol mail login	file_other						
0		Turn.	file_other						
0		What time is it?	file_other						
0		how many sticks of butter in a cup?	file_other						
0		go away	file_other						
0		Your mom out.	file_other						
0		Sounds good	file_other						
0		Force experience	file_other						
0		Myrie	file_other						
0		Craigslist	file_other						
0		Looking documents for Tamale recipe	file_other						
0		Next.	file_other						
0		Steven.	file_other						
0		Stop.	file_other						
0		gmail.com login	file_other						
0		Pictures of pressure panel.	file_other						
0		Room	file_other						
0		What time is it?	file_other						
0		Can you read the saloon	file_other						
0		Grab the s*** G** **** it Eric hurry up	file_other						
0		Tell me a joke.	file_other						
0		hotmail.ca account	file_other						
0		Half a Cup is 8 tablespoons that's one thing I'll give this to office in the microwave let it get warm.	file_other						
0		community choicecu.com	file_other						
0		What time is it?	file_other						
0		Stop.	file_other						
0		Who did soldiers not working out of stairs because she is a w**** and body?	file_other						
0		Next.	file_other						
0		Tell me the news.	file_other						
0		Tell me a joke.	file_other						
0		Stop.	file_other						
0		Microwave is to lumina foil in an oven's lumina foil in the microwave.	file_other						
0		Hello.	file_other						
0		What time is it?	file_other						
0		Hey Cortana.	file_other						
0		Stop.	file_other						
0		YouTube	file_other						
0		Adobe Flash Player	file_other						
0		How you doing	file_other						
0		I'm sitting at the computer.	file_other						
0		Add account J downloader 2	file_other						
0		What time is it?	file_other						
0		Cortana	file_other						
0		Out that I was saying something like that about a parent of one of my students.	file_other						
0		Stop.	file_other						
0		Parentheses.	file_other						
0		News today.	file_other						
0		Tell me a joke.	file_other						
0		Sweet right table that the voice data do the.	file_other						
0		What time is the fight tonight	file_other						
0		Stop.	file_other						
0		Yep you got it to see.	file_other						
0		Body in the apartment parking garage call the police.	file_other						
0		Hello	file_other						
0		Fossil general stores in feel scared there for Mrs.	file_other						
0		Who?	file_other						
0		aol mail	file_other						
0		Start.	file_other						
0		Thank you.	file_other						
0		Show me pictures	file_other						
0		facebook log in	file_other						
0		European	file_other						
0		ebay official site	file_other						
0		Stop.	file_other						
0		$11.90 times 12 how much is that	file_other						
0		The cow poop download	file_other						
0		Is it off Cortana can understand a lot more Berry?	file_other						
0		Go to CNN	file_other						
0		Open today on Wednesday at 2:30	file_other						
0		Tell a joke.	file_other						
0		Weather forecast G** **** mfile_other f****** phone stop.	file_other						
0		google	file_other						
0		when is the next Spurs game?	file_other						
0		Yes or no.	file_other						
0		Kevin Spotify dinner music.	file_other						
0		Pillow tops	file_other						
0		Hate this on full screen	file_other						
0		And then say she answers.	file_other						
0		$500 off select temper pedic mattresses.	file_other						
0		Reallifecam	file_other						
0		Find gold country music	file_other						
0		give me a quote	file_other						
0		Internet	file_other						
0		Next.	file_other						
0		What time is it?	file_other						
0		Stop watch	file_other						
0		going	file_other						
0		Animal Crossing two player	file_other						
0		What time is it?	file_other						
0		msn homepage	file_other						
0		When is St patrick's day	file_other						
0		Stop.	file_other						
0		What time is it?	file_other						
0		Download Pandora radio	file_other						
0		Stop.	file_other						
0		How now Brown cow?	file_other						
0		facebook log in	file_other						
0		Stop.	file_other						
0		Please connect me to comment	file_other						
0		cube	file_other						
0		Keyboard night light	file_other						
0		What time is it?	file_other						
0		Listen changing brakes on 2008 Chrysler town and country	file_other						
0		Turn on the Xbox.	file_other						
0		How are you today?	file_other						
0		What time is it?	file_other						
0		My whole life.	file_other						
0		Edging	file_other						
0		Greens.	file_other						
0		What time is it?	file_other						
0		What time is it?	file_other						
0		What time is it?	file_other						
0		YouTube	file_other						
0		Stop.	file_other						
0		What is your name?	file_other						
0		Can spiriva have an affect on diabetic diabetes	file_other						
0		Very very young girl porn	file_other						
0		Can you tell me about more transamerica	file_other						
0		You are you	file_other						
0		Stop.	file_other						
0		F*** you	file_other						
0		Thank you Jessica.	file_other						
0		I hate that already my love you and god bless this morning.	file_other						
0		Ask.	file_other						
0		Sing me a song	file_other						
0		google	file_other						
0		Can I stop my car?	file_other						
0		Hey Cortana.	file_other						
0		Justin	file_other						
0		What you doing baby?	file_other						
0		supreme	file_other						
0		blah blah blah	file_other						
0		Doing it right now.	file_other						
0		Concussion protocol	file_other						
0		Oh no	file_other						
0		It should be.	file_other						
0		showtimes for movies at Regal Meridian 16	file_other						
0		Where do you buy the Phillips Hue light bulb light bulbs	file_other						
0		Moby Max	file_other						
0		Open microsoftonline.com	file_other						
0		YouTube	file_other						
0		What time is it in South Korea?	file_other						
0		Abcmouse.com	file_other						
0		aol mail	file_other						
0		Thank you.	file_other						
0		say something funny	file_other						
0		Craigslist Scottsdale AZ	file_other						
0		Marketmsn.comsubjectforward2018toweryhomes.com website for review	file_other						
0		what movies are playing tonight?	file_other						
0		Stop that.	file_other						
0		Doesn't like Winnie the pooh doshi	file_other						
0		The Steele dossier still we don't know what's wrong with my SMS nobody is saying everything in his fault but you can be pretty sure that if you.	file_other						
0		Craigslist Kansas City	file_other						
0		How deep is the	file_other						
0		The Providence Journal	file_other						
0		YouTube	file_other						
0		I said do you know Vienna.	file_other						
0		What time is it?	file_other						
0		Connect.	file_other						
0		what you can do	file_other						
0		Imaginelearning.com	file_other						
0		Craigslist trucks Jackson Mississippi.	file_other						
0		What is a restaurant in the North Bay California that has taxidermied animals ever	file_other						
0		1020	file_other						
0		Hey computer	file_other						
0		March.	file_other						
0		Cortana show me affirmations about women	file_other						
0		get Cortana on my phone	file_other						
0		What time is it?	file_other						
0		Damn that will not happen.	file_other						
0		Gmail	file_other						
0		Showtime anytime	file_other						
0		Google	file_other						
0		What time is it?	file_other						
0		YouTube	file_other						
0		Turn off Cold Air.	file_other						
0		Spell device.	file_other						
0		Closure.	file_other						
0		craigslist baton rouge	file_other						
0		When did the show Unbreakable Kimmy Schmidt video?	file_other						
0		Alt J	file_other						
0		Unless you open	file_other						
0		gmail email	file_other						
0		How come?	file_other						
0		Wow	file_other						
0		when does winter end?	file_other						
0		Next.	file_other						
0		What time is it?	file_other						
0		YouTube	file_other						
0		Stop.	file_other						
0		open gmail	file_other						
0		YouTube	file_other						
0		Second Creek State Park	file_other						
0		Is it supposed to rain tomorrow?	file_other						
0		ebay official site	file_other						
0		Barstool Sports	file_other						
0		Guide.	file_other						
0		msn homepage	file_other						
0		Does the title ball BAAL of tyree mean the same as I can	file_other						
0		when does winter end?	file_other						
0		Will an Android app	file_other						
0		what should i do	file_other						
0		Voice recording.	file_other						
0		Tell baby.	file_other						
0		Stop.	file_other						
0		aol mail login	file_other						
0		What's the news today?	file_other						
0		Fifth Third Bank Auburn IN	file_other						
0		Craigslist	file_other						
0		TELL ME A JOKE	file_other						
0		Find YouTube app.	file_other						
0		I like to see a street view of Las Vegas	file_other						
0		Disciplines airy	file_other						
0		Yahoo	file_other						
0		google maps	file_other						
0		ebay official site	file_other						
0		Stop.	file_other						
0		Gonna be getting.	file_other						
0		What time is it?	file_other						
0		Spy kids	file_other						
0		Stop.	file_other						
0		When does winter end	file_other						
0		Shoe	file_other						
0		Stop.	file_other						
0		Coreldraw	file_other						
0		Do an impression?	file_other						
0		Can you show me a picture of who's underdark	file_other						
0		507 five 1000 / 25	file_other						
0		Stop.	file_other						
0		zahipedia fox news	file_other						
0		Owls.	file_other						
0		What's the news?	file_other						
0		When were you made?	file_other						
0		What time is it?	file_other						
0		Hello.	file_other						
0		What time is it?	file_other						
0		How good is a lemon for in the fridgerator?	file_other						
0		And he couldn't do anything coz he's Catholic	file_other						
0		Facebook chapter 1 verse 5	file_other						
0		What is 845 Canadian dollars to the US dollar?	file_other						
0		ebay official site	file_other						
0		What's wrong?	file_other						
0		Like the outside.	file_other						
0		who built the White House?	file_other						
0		Stop.	file_other						
0		I want talking to you.	file_other						
0		craigslist boulder	file_other						
0		Shut up.	file_other						
0		Dancer.	file_other						
0		Stop.	file_other						
0		Hi Cortana	file_other						
0		what is up?	file_other						
0		What time is it?	file_other						
0		Pull up yahoo.com.	file_other						
0		define axis	file_other						
0		Hey this is.	file_other						
0		What time is it?	file_other						
0		What time is it?	file_other						
0		dr. israel cornell	file_other						
0		when does winter end?	file_other						
0		How?	file_other						
0		truecar.com	file_other						
0		What time are the Cleveland Indians playing today?	file_other						
0		what movies are playing tonight?	file_other						
0		Stop.	file_other						
0		MPK Bus in San Francisco?	file_other						
0		Ministration assistant	file_other						
0		I mean	file_other						
0		Videos on how to root a	file_other						
0		So what new things happening	file_other						
0		What time is it?	file_other						
0		action movies playing near me	file_other						
0		Stop.	file_other						
0		What time is it?	file_other						
0		Did you set time	file_other						
0		amazon prime	file_other						
0		Windows 2010	file_other						
0		Space age video game for PC	file_other						
0		What does a bear sound like?	file_other						
0		Stop.	file_other						
0		Tell kera not to touch.	file_other						
0		melbamoore thisisit song	file_other						
0		tell me something interesting	file_other						
0		showtimes for movies at Regal Meridian 16	file_other						
0		Yahoo	file_other						
0		Show my stock price show my stock price	file_other						
0		yahoo mail login	file_other						
0		say something funny	file_other						
0		tell me a joke	file_other						
0		Fall 2017 syllabus	file_other						
0		Microsoft.	file_other						
0		Omega instrument	file_other						
0		Google Chrome	file_other						
0		Free videos of short	file_other						
0		google	file_other						
0		Aol.com	file_other						
0		Stop.	file_other						
0		What time is it?	file_other						
0		Boonie planet.	file_other						
0		A nuff.	file_other						
0		get Cortana on my phoneÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹	file_other						
0		Stop.	file_other						
0		Stop	file_other						
0		Craigslist Panama City Beach	file_other						
0		Why is the date today?	file_other						
0		Eat a Dick	file_other						
0		facebook log in	file_other						
0		What time is it?	file_other						
0		megapay	file_other						
