ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency
Teams2e231e6e-e24b-4cda-95e8-d3490bf88284	0	9/3/2019 19:19	user	Cortana is.	NOTSURE	notsure_not_judged	cortana is	[]				1
Teams034e1c89-b305-485c-bc5b-40fa10315a3a	0	9/20/2019 8:26	user	Retard.	NOTSURE	notsure_not_judged	retard	[]				8
Teams688e6026-050e-4ec4-a86f-f428a6f8ce8a	0	9/3/2019 21:09	user	Hey Cortana is the show Nashville still going?	NOTSURE	notsure_not_judged	hey cortana is the show nashville still going	[]				1
Teamsc623e1ed-1c66-4172-9a57-94c4c04d67dc	0	9/5/2019 15:06	user	I can't get to the Internet right now. Check your connection. Try again in a little bit.	NOTSURE	notsure_not_judged	i can't get to the internet right now. check your connection. try again in a little bit	[]				1
Teams41b3a7bb-260d-4d4f-b40b-71c700b1ccec	0	9/25/2019 21:39	user	Hey Cortana, add to her 34423994.	NOTSURE	notsure_not_judged	hey cortana, add to her 34423994	[]				1
Teamsd849a4a2-5ae9-4e9f-b39b-9dfe775f269f	0	9/3/2019 21:15	user	Hey Cortana, what do you think of Google Assistant?	NOTSURE	notsure_not_judged	hey cortana, what do you think of google assistant	[]				1
Teams07a906c3-24e1-48b1-a9d6-d4bcb7bba1e8	0	9/25/2019 23:10	user	Is it up at the bottom? That's what happens.	NOTSURE	notsure_not_judged	is it up at the bottom? that's what happens	[]				1
Teams689dc801-c4a8-4da0-8032-b3cf65da754d	0	9/25/2019 17:29	user	Meaning.	NOTSURE	notsure_not_judged	meaning	[]				1
Teams1f6f5183-c252-40dd-b6e8-938dba3f8aa5	0	9/16/2019 8:09	user	What time is it?	NOTSURE	notsure_not_judged	what time is it	[]				6
Teamsb89f79d4-d34b-4acc-b296-41bed3dfe382	0	9/4/2019 18:09	user	Hey Cortana, winter is coming.	NOTSURE	notsure_not_judged	hey cortana, winter is coming	[]				2
Teams9323e325-b26a-4f45-a04c-5e84d18af900	0	9/26/2019 9:06	user	There's nothing more this is team.	NOTSURE	notsure_not_judged	there's nothing more this is team	[]				1
Teams5a55c66b-8553-49ba-8563-d94c7d284f73	0	9/30/2019 20:50	user	Cortana. Hello, this is Cortana. I'm running a test.	NOTSURE	notsure_not_judged	cortana. hello, this is cortana. i'm running a test	[]				1
Teams0473c196-448f-4277-b828-89fefe28ea42	0	9/17/2019 1:49	user	Hey Cortana. Share Lu Science.	NOTSURE	notsure_not_judged	Hey Cortana. Share Lu Science.	[]				1
Teams0f108c12-1013-4a13-a31a-de5f9e986da9	0	9/3/2019 21:26	user	Hey Cortana, is Cheerios gluten free?	NOTSURE	notsure_not_judged	hey cortana, is cheerios gluten free	[]				1
Teamsbdb0e51b-660e-431e-b584-d8e42a3c2ff2	0	9/23/2019 21:06	user	Marry Mark Adam.	NOTSURE	notsure_not_judged	Marry Mark Adam.	[]				1
Teams2875b317-2582-48d8-911d-f3d0fbe8a30c	0	9/9/2019 21:40	user	Hey Cortana file feedback.	NOTSURE	notsure_not_judged	hey cortana file feedback	[]				1
Teamsa6e7ceb0-8bc8-4991-9deb-2c7ca109ca8f	0	9/3/2019 17:07	user	Let me see you.	NOTSURE	notsure_not_judged	let me see you	[]				1
Teams95865be8-1d65-46cd-9726-9e3e962f4cf6	0	9/12/2019 20:30	user	I have.	NOTSURE	notsure_not_judged	i have	[]				1
Teams9476a225-e6eb-4a9a-a941-19fbd32b2ae1	0	9/27/2019 2:07	user	Book shuttle.	NOTSURE	notsure_not_judged	Book shuttle.	[]				1
Teams8230b03e-7f60-46dc-8185-8b726b1251d6	0	9/17/2019 11:43	user	Cortana, How do I live in a mansion?	NOTSURE	notsure_not_judged	cortana, how do i live in a mansion	[]				1
Teams8489c6e3-7a81-4604-a81b-ef0ba58a628c	0	9/15/2019 10:49	user	She.	NOTSURE	notsure_not_judged	she	[]				1
Teams0a0e287c-ebeb-45d9-a79c-8bdaa5f1fb78	0	9/23/2019 12:29	user	Next week.	NOTSURE	notsure_not_judged	next week	[]				1
Teams9a935d3c-ab2c-4807-a24c-301e5a72521e	0	9/17/2019 20:05	user	Hey Cortana, remind me to buy pizza at 5:30 PM.	NOTSURE	notsure_not_judged	hey cortana, remind me to buy pizza at 5:30 pm	[]				1
Teams7a391882-8893-45f0-90a0-26f44e7d41aa	0	9/23/2019 18:42	user	Hey Cortana, waiting.	NOTSURE	notsure_not_judged	hey cortana, waiting	[]				1
Teams9c172d53-c3de-44f1-86e2-5f84f9d1157d	0	9/4/2019 17:51	user	Hey Cortana delete my To Do List.	NOTSURE	notsure_not_judged	hey cortana delete my to do list	[]				3
Teamsd0a4fbb1-d014-4508-8fd0-1b270ba1a42e	0	9/15/2019 12:40	user	Isn't the death.	NOTSURE	notsure_not_judged	isn't the death	[]				1
Teamse044d648-84d4-4c09-b1dc-eedc13ca0aec	0	9/27/2019 21:03	user	Hello hello hello hello hello hello hello.	NOTSURE	notsure_not_judged	hello hello hello hello hello hello hello	[]				1
Teams0fd01522-1485-454a-ad5d-5a960c49cbb8	0	9/10/2019 0:41	user	Hey Cortana. Oops. Too many.	NOTSURE	notsure_not_judged	hey cortana. oops. too many	[]				1
Teams145b77f0-c690-4991-a69d-fb24d75ddf9b	0	9/26/2019 13:05	user	Hey Cortana, nothing.	NOTSURE	notsure_not_judged	hey cortana, nothing	[]				1
Teams203b5e6f-09a1-4ca3-8560-f6fa0b2cbac8	0	9/6/2019 23:38	user	Hey Cortana Cortana. Is it at the same time?	NOTSURE	notsure_not_judged	hey cortana cortana. is it at the same time	[]				1
Teamsbf56519a-4545-4c91-9e6b-0f7f15804c3d	0	9/13/2019 6:07	user	Cortana. Hello.	NOTSURE	notsure_not_judged	cortana. hello	[]				4
Teams46c868e7-d851-4610-a419-e037f4877dae	0	9/18/2019 7:59	user	Open Alan Wake.	NOTSURE	notsure_not_judged	open alan wake	[]				1
Teams3d6cb6f2-c1f4-4e74-a18f-c2d96f088415	0	9/18/2019 18:57	user	Hey Cortana, I wanna play a game.	NOTSURE	notsure_not_judged	hey cortana, i wanna play a game	[]				1
Teams876efc89-a251-47ca-be9a-ab5bde316b85	0	9/27/2019 17:51	user	Again, the Internet right now check your connection or try again in a little bit.	NOTSURE	notsure_not_judged	again, the internet right now check your connection or try again in a little bit	[]				1
Teams4c58e9af-dd7c-4c3b-99a8-fc0b1b76e6c3	0	9/13/2019 0:17	user	Remind me to play tennis at 6:30.	NOTSURE	notsure_not_judged	remind me to play tennis at 6:30	[]				1
Teams3f30a02a-5a60-4a9f-8a49-8c93fae52011	0	9/25/2019 6:54	user	So first one.	NOTSURE	notsure_not_judged	so first one	[]				1
Teams972299c9-7181-493e-9374-4809ea0a41e9	0	9/2/2019 13:44	user	Send a virus to offer.	NOTSURE	notsure_not_judged	send a virus to offer	[]				1
Teams225a3ccd-3ff1-4efa-a21d-3ab886efc393	0	9/26/2019 13:02	user	Hello 123456789 ten.	NOTSURE	notsure_not_judged	hello 123456789 ten	[]				1
Teams8460fe37-d17a-4dbd-98ad-e8473e51c867	0	9/6/2019 18:30	user	Tell me a joke.	NOTSURE	notsure_not_judged	tell me a joke	[]				2
Teamsf0e19805-f7a1-4c04-b181-7470cb7c7ea3	0	9/19/2019 6:31	user	Louder.	NOTSURE	notsure_not_judged	louder	[]				1
Teams2bf02391-061d-40d1-9253-4d8848eec98c	0	9/29/2019 7:51	user	That's it.	NOTSURE	notsure_not_judged	that's it	[]				1
Teamscb91196a-ee39-4db4-a3be-a0df4416f49a	0	9/18/2019 14:20	user	Hey, how are you?	NOTSURE	notsure_not_judged	hey, how are you	[]				1
Teamsab1576c0-dc2f-4ca4-9ada-0e7caebd4246	0	9/17/2019 6:40	user	Was my management?	NOTSURE	notsure_not_judged	was my management	[]				1
Teams5e42bc36-c8a2-4915-ae2b-c57581403677	0	9/6/2019 1:29	user	Quit drawn.	NOTSURE	notsure_not_judged	quit drawn	[]				1
Teams7f99716a-4586-4544-84e0-e0e7bde50bb8	0	9/9/2019 9:28	user	Sure, people such a skill fire.	NOTSURE	notsure_not_judged	sure, people such a skill fire	[]				1
Teams8016fc10-7f3a-4a9e-b249-2e467613034a	0	9/10/2019 23:34	user	4th quarter sales.	NOTSURE	notsure_not_judged	4th quarter sales	[]				1
Teamsec118da3-6cfa-45d4-aa85-4346606e0f56	0	9/9/2019 10:35	user	Hey Cortana, show the next light.	NOTSURE	notsure_not_judged	hey cortana, show the next light	[]				1
Teams18b351ca-77e8-440f-ae28-8199bcd3671b	0	9/18/2019 10:50	user	20 PTS.	NOTSURE	notsure_not_judged	20 pts	[]				1
Teams25ffe7cb-3d00-4750-a5b2-7b73976b4022	0	9/6/2019 16:23	user	What reminders do I have?	NOTSURE	notsure_not_judged	what reminders do i have	[]				1
Teams27ddfd7e-d20c-44c7-a63d-71e3117004f2	0	9/16/2019 21:36	user	Listen to me.	NOTSURE	notsure_not_judged	listen to me	[]				1
Teamsd786beb2-39e2-4c6e-9f9c-a062cfa90fcd	0	9/23/2019 23:49	user	Hey Cortana. Send an email to Holden.	NOTSURE	notsure_not_judged	hey cortana. send an email to holden	[]				3
Teams1435ebd1-d8cf-4a19-9c48-ff89f1f3b9fc	0	9/12/2019 10:27	user	Is exciting?	NOTSURE	notsure_not_judged	is exciting	[]				1
Teams2e50417a-d4af-4f8c-aaca-9ed8114565e5	0	9/17/2019 5:47	user	Open firewatch.	NOTSURE	notsure_not_judged	open firewatch	[]				1
Teamsa286c0af-4dc0-476a-9af3-7b914b375856	0	9/2/2019 7:19	user	Open up.	NOTSURE	notsure_not_judged	open up	[]				1
Teamsaa8b7f34-25fe-47b8-8022-dc0aa906962a	0	9/10/2019 6:56	user	Hey Cortana say you're a document.	NOTSURE	notsure_not_judged	hey cortana say you're a document	[]				1
Teams31d819ab-08ab-43b6-b458-55aa6f8dbab9	0	9/4/2019 7:38	user	Please write down that you model.	NOTSURE	notsure_not_judged	please write down that you model	[]				1
Teamsd8c4e0d0-13d4-43a6-9d35-49958a54e7dc	0	9/4/2019 18:21	user	Hey Cortana. What is the biggest airport in Alaska?	NOTSURE	notsure_not_judged	hey cortana. what is the biggest airport in alaska	[]				1
Teamse4f9fb5a-1196-47d2-bae4-dbb8b011b47f	0	9/16/2019 20:47	user	What's my status?	NOTSURE	notsure_not_judged	What's my status?	[]				1
Teamsc182b3a9-ba80-4872-a292-cb0cd4cf1868	0	9/23/2019 20:44	user	Tallahassee that I'm running late.	NOTSURE	notsure_not_judged	tallahassee that i'm running late	[]				1
Teams59e13665-d714-4f49-ad29-9eee5304a621	0	9/6/2019 6:34	user	Cortana who are joins directory ports.	NOTSURE	notsure_not_judged	cortana who are joins directory ports	[]				1
Teams4258021e-59e1-4765-a8a3-0618c164fcc6	0	9/16/2019 23:37	user	Go to the settings.	NOTSURE	notsure_not_judged	go to the settings	[]				1
Teams087842b4-58d0-44d2-a596-468447829f46	0	9/5/2019 19:41	user	Apps.	NOTSURE	notsure_not_judged	apps	[]				1
Teamsf7d5caad-d1c8-4b48-86a2-4f6504ed4f2a	0	9/26/2019 22:57	user	Hey Cortana eating.	NOTSURE	notsure_not_judged	hey cortana eating	[]				1
Teams23449a8d-ef5a-4714-b7b2-270b9c112400	0	9/4/2019 17:20	user	Hey Cortana a joke.	NOTSURE	notsure_not_judged	hey cortana a joke	[]				2
Teams57425e36-8f10-403e-ba2b-875f8101107c	0	9/26/2019 5:51	user	Most people.	NOTSURE	notsure_not_judged	most people	[]				1
Teams6232f1b3-6f03-4d9b-8a1c-804af45b7f6b	0	9/4/2019 18:04	user	Hey Cortana, what is on my To Do List?	NOTSURE	notsure_not_judged	hey cortana, what is on my to do list	[]				1
Teamsd5c0115a-8544-42a3-a2a2-bb992a5f07bf	0	9/2/2019 16:08	user	Cortana commuter cycle?	NOTSURE	notsure_not_judged	cortana commuter cycle	[]				1
Teams089d56e3-3971-4339-9144-7bae5579d0cd	0	9/1/2019 10:55	user	Say a joke to meeting.	NOTSURE	notsure_not_judged	say a joke to meeting	[]				1
Teams6f0680cb-91a3-4bf5-8bd6-2b8f480d6034	0	9/9/2019 7:06	user	Headings.	NOTSURE	notsure_not_judged	headings	[]				1
Teams43de7281-964d-44a6-ac19-473fddb6b63e	0	9/26/2019 16:37	user	Hey Cortana now I.	NOTSURE	notsure_not_judged	hey cortana now i	[]				1
Teamse18b0a70-3adf-461f-98cf-a4e41fe3227f	0	9/24/2019 7:13	user	Hey Cortana, this is one of the most pain points in.	NOTSURE	notsure_not_judged	hey cortana, this is one of the most pain points in	[]				1
Teamsba12fc4a-f66f-4f01-bccb-af36d2368255	0	9/24/2019 7:32	user	Cortana. Thank you.	NOTSURE	notsure_not_judged	cortana. thank you	[]				1
Teamsc41a61d7-e851-48c6-a7af-b7af864f39aa	0	9/11/2019 10:01	user	Navigate.	NOTSURE	notsure_not_judged	navigate	[]				1
Teams28df1a04-f956-4e9e-bff8-2b18349d860d	0	9/23/2019 8:09	user	The most crypt.	NOTSURE	notsure_not_judged	the most crypt	[]				1
Teamsda899ba9-efab-40f0-9960-73dd329ec5ea	0	9/2/2019 3:00	user	Watari.	NOTSURE	notsure_not_judged	watari	[]				1
Teamsee4647e8-67ef-447e-a39e-059b963ff800	0	9/20/2019 9:01	user	Hawaii.	NOTSURE	notsure_not_judged	hawaii	[]				2
Teams413b384f-299e-4f5f-a5c7-fb1b6ab0da5e	0	9/11/2019 18:37	user	What's the weather in Bellevue?	NOTSURE	notsure_not_judged	what's the weather in bellevue	[]				1
Teamsdd8d1c87-65db-4d25-ac45-449b9018d73e	0	9/16/2019 23:18	user	Mister Jain.	NOTSURE	notsure_not_judged	mister jain	[]				1
Teams1162b9d7-7f8f-4e85-8056-92e0f752ebcc	0	9/12/2019 3:44	user	Hey Cortana. Hey.	NOTSURE	notsure_not_judged	hey cortana. hey	[]				5
Teamsfb84d9f9-e3fd-4dd7-bd90-bd73113e051d	0	9/27/2019 8:00	user	Play.	NOTSURE	notsure_not_judged	play	[]				2
Teams50141fea-bfe2-43c4-8258-dc99d93f28d6	0	9/4/2019 18:40	user	Hey Cortana. When is Sharknado 4?	NOTSURE	notsure_not_judged	hey cortana. when is sharknado 4	[]				2
Teamsb635482c-6003-455b-8e42-dd8d74b854bb	0	9/17/2019 18:21	user	What is the meaning of life?	NOTSURE	notsure_not_judged	what is the meaning of life	[]				1
Teams858944a1-21ec-4e1a-b776-b421a2536a69	0	9/29/2019 7:39	user	Hey Cortana Daniel.	NOTSURE	notsure_not_judged	hey cortana daniel	[]				1
Teamsdf56af00-e185-48c4-8dea-144cf74005f5	0	9/25/2019 20:51	user	Let's look at this that we're going to be enabling Cortana.	NOTSURE	notsure_not_judged	let's look at this that we're going to be enabling cortana	[]				1
Teams127b4ade-4986-41ad-91a9-8e381a935e13	0	9/26/2019 16:57	user	Hey Cortana, what can you?	NOTSURE	notsure_not_judged	hey cortana, what can you	[]				1
Teams5de3bab4-46f1-43f4-93f0-8adf360f11cc	0	9/12/2019 10:04	user	Not going to tell you something.	NOTSURE	notsure_not_judged	not going to tell you something	[]				1
Teams4eb9812e-7db9-46e3-bb79-0b7c6cd9f7f4	0	9/19/2019 5:42	user	1	NOTSURE	notsure_not_judged	1	[]				1
Teams32075baf-9c99-4779-abb3-5e12ce360bce	0	9/27/2019 10:25	user	Hey Cortana, I am meeting.	NOTSURE	notsure_not_judged	hey cortana, i am meeting	[]				1
Teamsb96f927c-07aa-4801-8915-9f96a6b4a586	0	9/23/2019 23:51	user	Cortana please.	NOTSURE	notsure_not_judged	cortana please	[]				1
Teamsb84ff6ed-ead4-4584-9e3f-0f76c2bba37d	0	9/30/2019 7:13	user	Cortana, what's the weather?	NOTSURE	notsure_not_judged	cortana, what's the weather	[]				1
Teams37556074-83d6-40c0-8a0e-1991fbd0f12b	0	9/2/2019 2:41	user	Hey Cortana Shell.	NOTSURE	notsure_not_judged	hey cortana shell	[]				1
Teams312ee79d-1281-4a5c-85e7-507ca149c21e	0	9/25/2019 14:10	user	Hey Cortana share hero skills.	NOTSURE	notsure_not_judged	hey cortana share hero skills	[]				1
Teamsd651b625-a967-4798-b12b-75e585d5a7df	0	9/26/2019 1:46	user	Hey Cortana 954347062 alarm.	NOTSURE	notsure_not_judged	hey cortana 954347062 alarm	[]				1
Teams30a9a7d1-63d0-4be9-9ddf-2bcc68385c96	0	9/20/2019 5:58	user	Hey Cortana, what's your name?	NOTSURE	notsure_not_judged	hey cortana, what's your name	[]				1
Teams7d5d47c5-1f33-4b0f-a2b1-3b5f019b960f	0	9/10/2019 1:28	user	Cortana join.	NOTSURE	notsure_not_judged	cortana join	[]				1
Teamsca2e3290-c411-425e-a903-a3a372a33655	0	9/16/2019 1:35	user	The cause we're doing.	NOTSURE	notsure_not_judged	the cause we're doing	[]				1
Teamsa6ab0119-4c1d-4695-8a84-0b3ca9c8054e	0	9/26/2019 7:05	user	Play John Legend.	NOTSURE	notsure_not_judged	play john legend	[]				1
Teams474ca33d-5be7-4ae8-ae48-6a0740151600	0	9/20/2019 1:53	user	Breaking change.	NOTSURE	notsure_not_judged	breaking change	[]				1
Teams46f91a89-13ce-4cf6-ac82-4cc960a31f31	0	9/3/2019 17:06	user	Somebody said that you said you were going.	NOTSURE	notsure_not_judged	somebody said that you said you were going	[]				1
Teams18b0ab11-81fc-457a-be7f-c0ab07b96ecf	0	9/27/2019 21:36	user	Cortana. OK.	NOTSURE	notsure_not_judged	cortana. ok	[]				2
Teams374853e3-6387-42f7-b4ca-bf3a949d9c46	0	9/20/2019 2:53	user	What's your name?	NOTSURE	notsure_not_judged	what's your name	[]				1
Teamsb0d7c50b-3676-422b-aa04-b91393a6e694	0	9/26/2019 3:47	user	Yeah, I had to hold it now.	NOTSURE	notsure_not_judged	yeah, i had to hold it now	[]				1
Teamsb8eee2a6-876e-4890-a600-780cd3c4d7a8	0	9/18/2019 6:23	user	Hey Cortana, I don't know the answer.	NOTSURE	notsure_not_judged	hey cortana, i don't know the answer	[]				1
Teams811b1ce8-5bd9-4908-9bb4-9d3514722cc7	0	9/18/2019 6:28	user	Hey Cortana Cortana.	NOTSURE	notsure_not_judged	hey cortana cortana	[]				2
Teams30f8ec74-fa93-4867-9d53-9cbc7d3c4c1b	0	9/13/2019 6:40	user	Order closing.	NOTSURE	notsure_not_judged	order closing	[]				1
Teamsc4354d5e-f876-4489-8890-1e4a9ec280ff	0	9/10/2019 5:40	user	Excellent.	NOTSURE	notsure_not_judged	excellent	[]				1
Teams50ef87e5-c9c8-40db-ab4a-3ab12cad18fa	0	9/3/2019 17:16	user	He shot.	NOTSURE	notsure_not_judged	he shot	[]				1
Teams6b1968ca-f3bc-496a-8f52-127c178978b9	0	9/27/2019 5:14	user	Cortana new product and it will take us a long time to do this.	NOTSURE	notsure_not_judged	cortana new product and it will take us a long time to do this	[]				1
Teams713d080e-9426-4152-95a6-94f032f8bd10	0	9/27/2019 5:46	user	Cortana 3.2 near the search icon.	NOTSURE	notsure_not_judged	cortana 3.2 near the search icon	[]				1
Teams471786c3-9820-42fd-9636-c23267d224e4	0	9/10/2019 7:19	user	Ella Becca.	NOTSURE	notsure_not_judged	ella becca	[]				1
Teams8aaaaee0-e2b5-4096-88a3-3cc7f1488e5a	0	9/22/2019 8:57	user	Cortana try back soon.	NOTSURE	notsure_not_judged	cortana try back soon	[]				1
Teamscbfb5810-e59c-4571-99db-c7099bbe815c	0	9/16/2019 16:15	user	What?	NOTSURE	notsure_not_judged	what	[]				1
Teams7ff41100-80f1-4f38-85fd-7f3c06ee3ad1	0	9/27/2019 22:11	user	Show you crazy.	NOTSURE	notsure_not_judged	show you crazy	[]				1
Teamsed69bc14-1b48-4fa3-afdd-834678565b86	0	9/4/2019 8:18	user	Create an alarm.	NOTSURE	notsure_not_judged	create an alarm	[]				1
Teamsc80325cb-f9e8-485a-9b2e-19845ece5d2c	0	9/20/2019 4:34	user	Hey Cortana. Hey Cortona.	NOTSURE	notsure_not_judged	hey cortana. hey cortona	[]				2
Teamsed047c25-5605-477d-a53e-10dceced9c8b	0	9/25/2019 11:20	user	Cortana so.	NOTSURE	notsure_not_judged	cortana so	[]				1
Teams768a2517-a66b-4c50-bd02-930b1583a73e	0	9/12/2019 19:26	user	Set an alarm.	NOTSURE	notsure_not_judged	set an alarm	[]				2
Teams9f5cc117-3eef-44c1-a19c-b2442791dac5	0	9/3/2019 18:36	user	Because it's like OK, I didn't know that project, but it was very successful.	NOTSURE	notsure_not_judged	because it's like ok, i didn't know that project, but it was very successful	[]				1
Teams5cff91bb-2236-4b8a-b5d8-863031d16078	0	9/10/2019 7:06	user	And they walked weekend.	NOTSURE	notsure_not_judged	and they walked weekend	[]				1
Teamsb29d99dd-83bb-463b-95a7-f08836fd3f95	0	9/12/2019 2:24	user	Hey Cortana Open Phil Ochs.	NOTSURE	notsure_not_judged	hey cortana open phil ochs	[]				1
Teamsf4db69ae-fdc3-413f-b6ea-8996c755d85c	0	9/18/2019 10:31	user	Oh, I don't know.	NOTSURE	notsure_not_judged	oh, i don't know	[]				1
Teams467b22d3-68ad-4f6b-9d92-57fe954b447f	0	9/20/2019 11:04	user	Check with Jamie.	NOTSURE	notsure_not_judged	check with jamie	[]				1
Teamsa6ff2002-a1dc-4bea-a944-9e327f9aef7b	0	9/11/2019 9:06	user	Abilities.	NOTSURE	notsure_not_judged	abilities	[]				1
Teams4524fe54-e2ff-40d6-a00a-df96fdb7de3b	0	9/4/2019 18:22	user	Hey Cortana. What is the forecast?	NOTSURE	notsure_not_judged	hey cortana. what is the forecast	[]				1
Teams328fd31f-5426-45d6-a0e1-209a2a6437df	0	9/9/2019 10:18	user	Yeah, I thought that mean.	NOTSURE	notsure_not_judged	yeah, i thought that mean	[]				1
Teams651e68cc-6870-41e0-a438-060ecf431d46	0	9/27/2019 23:02	user	Create a channel.	NOTSURE	notsure_not_judged	Create a channel.	[]				1
Teamsbe6a6c36-e9ba-4fda-bba1-c8afc3afb018	0	9/9/2019 18:35	user	The sites with a woman.	NOTSURE	notsure_not_judged	the sites with a woman	[]				1
Teams90a27063-6108-421f-89dc-4eacf1814ac8	0	9/10/2019 9:10	user	Hey Cortana. Share bit nothing.	NOTSURE	notsure_not_judged	hey cortana. share bit nothing	[]				1
Teams5c3012a1-1510-4b44-8db7-10b349b68620	0	9/5/2019 17:54	user	Share my firework. Lisa.	NOTSURE	notsure_not_judged	share my firework. lisa	[]				1
Teams78eb983f-adec-4be5-9973-f79b0cbdfff9	0	9/9/2019 8:04	user	Find me.	NOTSURE	notsure_not_judged	find me	[]				1
Teams4c323d85-5cb8-454b-8154-97afd085cea8	0	9/20/2019 7:19	user	Either 136015416.	NOTSURE	notsure_not_judged	either 136015416	[]				1
Teamscbaeb541-6bcf-4206-a65c-d5c8efdb4ef0	0	9/23/2019 4:28	user	Show me my.	NOTSURE	notsure_not_judged	show me my	[]				1
Teamsf832ab38-bc6a-4718-b0f6-46d7a44fa415	0	9/30/2019 9:46	user	This brunch.	NOTSURE	notsure_not_judged	this brunch	[]				1
Teamsd655d3e6-252f-4f9b-b4d7-d7ee3f8b9980	0	9/20/2019 9:57	user	Settings.	NOTSURE	notsure_not_judged	settings	[]				1
Teams9b1d3fc5-4e4c-491e-bf61-be338e03bcca	0	9/16/2019 4:10	user	Oh, OK.	NOTSURE	notsure_not_judged	oh, ok	[]				3
Teamsa658cfa0-507e-4e9a-9ecd-1429cf90bef9	0	9/4/2019 18:09	user	Hey Cortana winter.	NOTSURE	notsure_not_judged	hey cortana winter	[]				1
Teams28b43ad0-f384-4a78-8022-cb0191649395	0	9/20/2019 9:47	user	Meeting.	NOTSURE	notsure_not_judged	Meeting.	[]				1
Teamsd9593b04-19da-49fb-8f2d-4596d7fa5cc9	0	9/27/2019 22:47	user	Open Model Self-Serve.	NOTSURE	notsure_not_judged	open model self-serve	[]				1
Teams216134ca-1b6c-4d6b-9501-be42271ac396	0	9/19/2019 6:00	user	Hey Cortana. Hello Hello.	NOTSURE	notsure_not_judged	hey cortana. hello hello	[]				4
Teams076708b6-de40-4079-8df9-da3c8aad6e09	0	9/10/2019 17:59	user	What is the weather like right now?	NOTSURE	notsure_not_judged	what is the weather like right now	[]				1
Teams600acad4-7f0d-4f30-9295-0da8530e2ac0	0	9/13/2019 21:17	user	Hey Cortana so.	NOTSURE	notsure_not_judged	hey cortana so	[]				1
Teams6e863507-dc7b-46af-a3f8-328ac9a56669	0	9/27/2019 5:21	user	Cortana when it takes like 10 seconds.	NOTSURE	notsure_not_judged	cortana when it takes like 10 seconds	[]				1
Teams110a01eb-f81d-4fee-bdcc-279e31c05faa	0	9/11/2019 8:59	user	Hey Cortana play.	NOTSURE	notsure_not_judged	hey cortana play	[]				2
Teamsd4dcc0ba-a988-49b0-b433-3941ea64e7e1	0	9/21/2019 18:08	user	It an event.	NOTSURE	notsure_not_judged	it an event	[]				1
Teams57ced8d6-71a0-4780-ae9b-a706e1907917	0	9/23/2019 21:02	user	What is the weather right now?	NOTSURE	notsure_not_judged	what is the weather right now	[]				3
Teamsb721d64e-2cec-42a1-b47c-d4e933524d8c	0	9/12/2019 18:08	user	Just on my way.	NOTSURE	notsure_not_judged	just on my way	[]				1
Teams96612e3c-beed-4ff8-b43b-334b6afbde9b	0	9/17/2019 9:36	user	Join my.	NOTSURE	notsure_not_judged	Join my.	[]				1
Teamsbdd6e1ff-e6b5-4b38-89c4-3c4c06785a4a	0	9/20/2019 5:58	user	What day is it today?	NOTSURE	notsure_not_judged	what day is it today	[]				1
Teams9db173ac-24ec-4c8f-aef6-24a4475cb6c1	0	9/27/2019 22:21	user	Create a new tattoo.	NOTSURE	notsure_not_judged	create a new tattoo	[]				1
Teamsc5a003f7-0a66-4f38-9736-71709f0dc403	0	9/5/2019 1:45	user	Cortana daughter 2.	NOTSURE	notsure_not_judged	cortana daughter 2	[]				1
Teamsd170e496-c0f5-4551-965e-ba401a1e4a68	0	9/30/2019 10:14	user	Hey Cortana Open hotel.	NOTSURE	notsure_not_judged	hey cortana open hotel	[]				2
Teamsc02d6ad1-264b-4139-947c-643e40546957	0	9/18/2019 22:44	user	Check the promise.	NOTSURE	notsure_not_judged	check the promise	[]				1
Teamsb6aa52b6-a568-42c4-b2fe-a6c7fda9dd5b	0	9/19/2019 7:34	user	So the me, Nicholas.	NOTSURE	notsure_not_judged	so the me, nicholas	[]				1
Teams47708aca-5b7b-4bc2-8520-3bb4ba30f26d	0	9/5/2019 7:55	user	Hey Cortana, shut up.	NOTSURE	notsure_not_judged	hey cortana, shut up	[]				1
Teams0d8d41c9-0766-4f18-aeb6-f441a73e4d37	0	9/9/2019 6:33	user	Hey Cortana Open Halo the Phone.	NOTSURE	notsure_not_judged	hey cortana open halo the phone	[]				1
Teams2653a7e6-014d-40e1-9d4f-e9e6254b92b4	0	9/23/2019 7:47	user	This is actually good.	NOTSURE	notsure_not_judged	this is actually good	[]				1
Teams0281eecf-64f1-4e9a-b1c6-fdacf6dcf83c	0	9/19/2019 18:28	user	Hey Cortana, tell me a joke in 10 minutes.	NOTSURE	notsure_not_judged	hey cortana, tell me a joke in 10 minutes	[]				1
Teams2c4dc7ef-6001-4abc-8f43-bb5242024328	0	9/11/2019 3:22	user	Lyrics.	NOTSURE	notsure_not_judged	lyrics	[]				1
Teams4666c2ba-213e-4733-9c4d-07987957be16	0	9/25/2019 8:08	user	Cortana right now.	NOTSURE	notsure_not_judged	cortana right now	[]				1
Teams235f854a-15f5-4419-9fd6-baa9faac1e4e	0	9/4/2019 5:59	user	Hello. Hello.	NOTSURE	notsure_not_judged	hello. hello	[]				7
